date,excess_log_return,RF,log_Mkt-RF,rev3,rev4,mom1m,indmom,log_Mkt-RF_lag3,cashpr,chatoia,chinv,chinvest,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsaleinv,rsup,chsaleq,chnanalyst,turn,baspread,max,aeavol,bm,cashdebt,sp,acc,noa,operprof,rd_sale,sue,first_lag_excess_return
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.6418421542178719,10.552680570844158,0.3317563292488031,10.58578935857144,3.519830506434459,30.11786329416201,0.0486897772265255,4.099211546245124,1005.7675375459398,-3.590516328716288,1.041852459891297,0.5616448846479445,3.5761624956608795,3.652380128676828,-9.916520260885717,-9.77569924849689,1.4747963853128612,-8.064385998963257,0.0,61.49916954489935,17.87360547067691,0.0,8.986363021637885,46.87099049127961,24.523516259817,23.68538082243514,-5.291060633084315,2593.70576821277,7.392175786177175,0.0,0.0,0.0
2007-03-30,-0.7593428489798689,9.134196463465052,-0.4741645647209389,36.790119050737744,10.569587668581184,71.46702448977878,-1.0827614479847778,4.8896722492076,1004.2281970873668,-3.5850209962009374,1.040257890983965,0.5607852797571377,3.570689131876009,3.646790112801113,-9.901342896061346,-9.76073741208609,1.4725391900273497,-8.05204335001274,129.30577528383753,71.275246893974,4.97022723454754,0.0,-0.0137537469228572,-0.071736668070109,-0.0375335645225938,-0.0362507872004371,0.0080980379632684,-3.969700828072291,-0.0113138223692441,0.0,0.0,0.6418421542178719
2007-04-30,-0.9105181558443252,150.17754138488482,2.353543003562378,15.348113049156638,36.97240848182102,28.30657216805892,13.346085504145716,2.510250385761603,45647.25721805507,-4.089200114600018,25.465787789564487,55.1373334070877,139.22820656361085,40.409137745097965,-261.407418068944,-177.9094772023983,174.0028496306443,-126.08424219571413,-1051.679213988981,3361.30499547249,722.8969990622081,0.0,2389.522881558259,1778.9088531317163,290.980130829404,2854.1025493915586,-169.88267333500335,8677435.04612687,270.5744893336285,462254.1299428151,3.560885761040925,-0.7593428489798689
2007-05-31,-3.922009885088144,154.03710872261277,11.954473288718225,10.4017824868941,15.412201669893353,9.362236772639148,-45.89018006175876,4.020517984097372,39746.02460096154,27.56772032072332,23.254740882556323,63.80023932141528,48.61856317656774,8.710684813446793,-191.6792813738257,-115.53693412705796,161.4883297476872,-59.50126223027444,-1144.2093321013672,-685.7970626376682,-371.2340980018165,0.0,1380.0523434871288,-0.5019957758076998,-12.183301144659538,20.96722002534807,-16.603698184029412,-110761.57207494044,-7.846052524278377,110.95356195996284,-0.0363065679788334,-0.9105181558443252
2007-06-29,-4.630387069731217,148.49901493399787,11.499493120025342,-111.62334903386883,10.319948118828048,85.8448817576197,16.935710496556563,-100.71862587418764,40234.39285792424,-35.532813126822106,13.771333241862092,53.95449001318139,560.4829566705104,-130.3875096716439,-249.0999796402313,-158.11808429519834,261.1014761868725,-126.18102744137288,1397.5590625359364,699.3977053832618,464.83099001554,0.0,4041.717570678052,127.351313373131,-22.431048758500708,-75.34057154909306,54.49739586959629,588438.2065497115,248.28019709639452,-1521.7048421836807,-2.671681360990271,-3.922009885088144
2007-07-31,-25.599749564277808,144.89113210679935,-7.144205175764261,176.44321616002287,-110.88633034768009,154.05258820135572,-36.26871315151407,34.417555055712405,40341.1919866271,-18.251472436158,14.589500130975324,19.8266081588014,422.71895871624895,-153.76859858794913,-72.38594233679567,35.174861302143555,272.47935368603214,67.0711956216232,1733.284922333219,-88.36006072409918,119.20427062973886,12.768394070143671,-164.5216777659807,-5.650092357403082,7.130495442580354,-2.5630966491235085,13.83894675266913,-19701.366987448186,6.811669560127825,-460839.4451676175,0.1592441811314972,-4.630387069731217
2007-08-31,-11.338898987500729,144.81628075830164,-13.709420424706757,8.31121984162017,176.40184071828497,-364.17181715016255,0.7128701134095674,174.2088049830013,39853.658705564005,-15.68219739436184,39.29604524144391,31.342394309817998,382.4303754057703,-135.45407558640346,-175.42411910734734,-17.989665126922667,269.82028715737715,83.07328831199115,294.1491412720311,843.7881894284669,-187.05147344119064,-0.0198228460444767,672.6891097079797,0.7891009131499231,-20.42045799006189,0.7890504129090914,-3.3008360516422077,-27100.208106230944,-3.678780671039931,-0.030138197761627,0.0079735478988944,-25.599749564277808
2007-09-28,-9.128694636987513,151.32579340465907,3.282693884049832,16.41252221470466,7.676305083950641,-500.40670632727085,60.03855460255391,160.41237639487727,35752.063731063754,190.6777760259968,42.87874097787319,57.71890303507342,20.784598885188643,-8.289022565139831,-52.98371366515751,164.7932577078046,264.3523119194586,239.60597051270247,-1623.7044070741124,-1496.1104236739557,-120.55323085529062,-0.1831918283453948,-3217.651997836056,117.44846972815115,3.311819953398583,272.54762666045144,18.12196048017553,-186012.54200874452,48.39224643268426,-2.011281171560849,2.825504775739481,-11.338898987500729
2007-10-31,-5.697356368832111,115.04142218878116,11.355963649130668,-43.35222361762848,15.412301279174324,-620.9208456426203,-16.496344251199307,-99.21441519231011,35477.62971004881,181.72098649004636,36.81201047221796,56.23774817959946,67.49011000112726,16.010914000250175,-52.2586910362175,165.68182939642062,266.1955099718925,223.0184779672764,-1299.6457773531556,184.2674110818284,139.01768619517566,10.16340801648225,-46.64015600732637,-2.0586625775563334,-13.734083900435792,1.6369559121831116,-11.303701973696946,-11022.570692304522,-10.980540766966785,0.0189622254116144,-0.1045633730774593,-9.128694636987513
2007-11-30,-47.40277107230624,114.85686901666712,6.381162792215791,-337.761644997638,-40.78455710168736,-607.924491072869,52.995416423557565,-189.8841806050437,31953.12372780723,196.08507818990836,63.73666356373368,25.69798415028049,286.1556660168914,-18.2710578009674,76.30411487406813,178.52794027261442,289.04196579311883,405.8737033917231,-2180.800996823626,681.1959534325856,-71.91773817688045,13.862984939725017,64.01994696254224,61.54052500042144,44.380898243286765,121.64303413195968,21.07032837386639,-69054.86762566492,17.37876695454281,17.80547308234282,0.0265745436926048,-5.697356368832111
2007-12-31,-10.055310536354153,121.8595137265716,-17.683690623608946,-124.65801098153491,-337.49823926779885,-868.5465994763488,59.08095761555563,45.58397774139164,30964.940343269325,124.14036638399614,48.04368798669186,831.6526337068636,146.03635723237971,77.30526828191505,123.06823256633096,205.4964608977605,340.07704130242723,379.01422907919255,-687.5808355821522,1008.378432325586,-176.75773063767997,27.800569502722183,1012.904032328228,185.6508132846548,-27.235443992364026,203.66903046774317,43.231440538769775,182756.3963933121,-96.6518372157986,-0.1981699883581882,-7.846165700070019,-47.40277107230624
2008-01-31,-20.663346537190098,95.77329074247254,-3.0924387983335144,-91.71719710669753,-122.35893440844876,-824.6485603507148,28.283248710479,154.9957511516213,30117.78160648239,129.97421886973345,61.68336865679176,824.3168550212029,137.69817443787895,20.24116977049328,28.54980965215004,130.65425822485898,330.9042217000398,393.5958933178119,-531.8015348886031,-2485.5161610571668,89.01935548188283,-8.46567644673054,-368.3235564410088,-7.668288889120959,-10.543840893709842,-51.80598106803018,-4.058080938898506,-102408.1145112682,-4.488752113844498,-1.7841232175582815,0.1540649841564065,-10.055310536354153
2008-02-29,-5.3678550477760645,74.32448145907249,-23.20779206756182,-29.680677041309693,-90.73247510618472,-992.2013191984768,132.02579983083203,86.88449269270941,10027.101722994978,87.81025168332953,59.55902412185362,798.4606500252845,-41.05479830224068,36.26572472213117,-213.8715685063203,-95.81008513595629,348.10798531439235,109.23626797470048,574.8653620265704,1711.002110372573,243.18068625746992,-1.428772375526286,-605.1348134319987,202.470271968868,-18.13179317287802,153.46714875329917,2.8866901763902533,737140.4922501631,-14.404206684260089,0.1939227335972226,0.1889715517325392,-20.663346537190098
2008-03-31,-10.21448058261576,45.80860674162505,-11.045836867600032,-576.9566416542245,-30.822399038575284,-1025.9558167967307,-113.03630471785974,-239.06358698848052,-5950.27314473828,157.65887485775357,38.19537618299036,-1181259.550578099,3831.0478368452896,19.599734075057786,-45.40356673028786,24.661519780760827,640.6077701643691,90.42582193358942,-862.4774990891342,-690.1826083939704,-358.10351115034643,302.8752068098826,-1466.216957052885,176.83473151788348,-91.5308084071055,548.1829378703819,-87.46030499696246,-103440.32208177447,-38.87111597629775,280415.03510320326,5.232791831168865,-5.3678550477760645
2008-04-30,9.637102973996171,59.82512097817159,-3.283001051319584,-112.60966963510708,-574.713942549817,-567.7592096992377,39.09151200536788,-42.12838643614472,-6680.99260989829,124.03927091699752,-5.903058379318147,-1186080.0150494184,3823.1118689270265,204.27699569798685,103.557399335826,178.09985328973684,643.1512737300906,74.37761765091528,-1257.8890199507057,1058.346987920182,250.6302410146801,23.844308506085557,2033.6913352425736,98.13483353343145,-12.76591687857399,133.0302157222195,-39.75689591806403,-87584.44887584448,-29.4371967882218,1145.1260049961857,-0.0523474288476579,-10.21448058261576
2008-05-30,17.283592236976514,63.18973248826231,15.759774847120486,-264.4651735264499,-106.65501447234097,-291.711462533911,-7.5029223822912945,-315.4619219891222,-16649.177897297668,145.74337807314666,-1.266170539175964,-1190320.1499645845,3843.3880634177744,183.0198725978447,150.936464399697,219.03664514485845,626.200724023358,131.65650363010204,-1514.6439537372762,-880.703427484194,-364.6544375176837,12.360312977142996,-142.33267772045565,21.37702627681756,-11.78116577613227,16.174624248235887,-15.50641492636936,-61473.72324800305,-2.4992114384989463,1012.8483287894052,0.0361921859359501,9.637102973996171
2008-06-30,-40.36303103078914,63.31681964572004,6.470524242405729,-68.7539111558808,-267.32663820835245,232.18928351665164,-2.109112945600458,-151.4336118385292,-24820.576755935705,-33.75769917924885,-0.5632368112060644,419293.71140491887,-97.33069090000582,-128.5949198381657,14.14469180616996,55.529258232280654,640.866527042034,34.87046523128054,-1815.7809275708616,445.6949866924142,154.3433147564756,42.992022874721386,2870.336954037461,276.8782603523628,97.0639570904849,423.0038605832724,134.1620585072048,-208169.9398607351,112.033274269843,-234497.4510788495,0.3074113277754693,17.283592236976514
2008-07-31,11.811341959731516,60.01315217750338,-31.072941482041443,-100.25219236486193,-72.49478033404549,-223.2299425068897,-33.302535909257145,-45.39262339588576,-21956.832198540385,-30.96471319828422,1.7562012259930575,421139.5243747972,-80.89044830599862,-160.64481703926305,15.015141356449108,60.72216773895301,641.244961107322,44.14045171896764,-3311.4807954739595,1034.4689117421772,51.10418776399058,89.85910525642197,505.1617919840919,22.444865341330114,-3.623149503878949,35.68946360742211,-16.49409195613046,86666.05741422251,7.201649761807914,211.5968688446737,0.0296650954630794,-40.36303103078914
2008-08-29,24.67834279585722,52.503306814099744,-2.70192511013398,153.7167859685459,-97.94656480977856,41.507171090138485,-1.9455496212098984,214.80269150320336,-21991.10826112554,79.67522689793071,33.56925309663425,418066.9647693109,-35.91556478046065,-172.2549626606698,38.4788150141933,81.21844771570801,655.7061500123474,207.3567321499363,-2586.957581215826,-1417.2309077723366,-220.2103806443223,-29.947467877267517,257.4475493355385,-53.82230630315098,-14.371312847680144,-130.2778112679989,-14.818015369896784,-98042.44764986262,220.02592509058104,-352.6691033731695,0.3666830856379404,11.811341959731516
2008-09-30,-19.81707296368237,45.61872680868856,5.321152886113124,254.93659821531327,151.67946832572613,214.09597805676137,-77.6921748841199,88.43576608001052,-40828.79078607926,247.2627077177266,42.38828816905124,433286.7951634025,11.698082302379458,9.138317886118394,125.62075382951896,268.38778006629343,1095.7600860016678,377.6191531992162,-3567.248175308431,-291.17335762263383,-83.67144566160312,53.96551357499584,-4852.471912316159,389.3449077638852,18.756899731148398,1192.0283252112104,28.09688468405172,-1601071.7535876278,34.08502253502945,14975.83931245841,7.594565698159425,24.67834279585722
2008-10-31,-73.9755972812422,52.9330268432963,-34.15951012443245,-535.942363570264,259.37656638733046,-316.2093265263149,101.00809623338218,-427.57400478456486,-43556.297777199856,247.2777505709354,35.00875414239508,438147.49066839233,49.07387806998009,4.70192422505346,146.70848531775056,290.3366467302078,1135.0533831231485,380.3290382447776,-1339.2749555578728,866.7108311906045,445.0559306561797,56.28323376909793,-61.96289460660137,74.8922973511394,3.251003836985433,128.53070472216496,-8.078816675826744,53014.68608819507,16.951908069092724,705.5558253686613,0.157595545868963,-19.81707296368237
2008-11-28,-66.7716152871904,28.119625455505133,-66.41097783043804,167.58878262053273,-535.511576140752,-773.7455464340636,154.27465063397446,-37.18954123053533,-37311.33623994295,264.1074998539175,48.6263267544568,423374.7285019604,57.386096230923066,-28.15060883689948,299.62372064275115,410.8426555182998,1077.6235527723834,547.2167190385114,-1176.2056687083343,145.09759810392916,-5.3069038424761175,-5.3417352832852885,-1851.769528725949,-106.06824247842816,44.767619229352846,-161.6098158598743,2.8975199322680965,64542.20860985573,-25.214181451887494,-2126.3648053981087,-0.743447812416596,-73.9755972812422
2008-12-31,31.46823685102322,10.379524545075949,-28.31378187242729,320.8541625521284,162.40108430331964,-1817.207235272536,23.336748104308143,70.8249273569303,-19815.81931297937,65.24748383253466,25.72777949078274,403533.5281126853,112.73702941904968,56.79453033768817,206.9909526005647,321.8517807893583,915.5202744489088,353.5997468188682,718.5233311901704,1130.163625180494,-178.91283737299534,-43.13989671446893,49.54846408960248,-141.11072870037924,-14.442210653232904,-329.2017503430625,-62.39272588880944,-257143.8090964118,-195.5141513734881,-21160.964071313952,-1.8519547939825216,-66.7716152871904
2009-01-30,-22.36769399886964,0.0,5.88714178128832,-246.0385574270506,316.60947903363046,-1605.0635723041044,95.94639118115126,-439.9367842356356,-24023.677670497476,70.29853077213563,22.345931591641172,404694.85466858186,133.3963756793619,75.47890617562302,265.5252274270213,383.37226901635233,935.3759818233884,386.4692109407582,-602.3823970480547,-2708.3609425255354,80.2274674623909,24.800182570199357,-81.40814732806712,-92.64087658273684,-3.4300056604326983,9.540039088350568,7.24842861590173,-179471.56287160702,-14.034555888502268,115.89798220695228,-0.0017236673061074,31.46823685102322
2009-02-27,-20.514968852379933,0.0,-29.10970659196225,-963.1232061564664,-252.54834014151413,-1675.1695101141383,-83.22276492689676,-871.1042988497783,-53253.06731251581,1.1349076757072891,26.622961432560487,392777.11238463386,10.9706638711079,101.07641246708587,-152.42755467117138,24.70904400364579,901.3013359990708,73.40220690152427,-1770.632516568161,682.8993179718263,-274.14714807059363,107.10605034776428,507.36677574072974,904.3522916148992,-44.49293150149106,643.4358876640836,0.5953332493008645,864041.0043771248,-2.27750828112994,-1201.8682439511467,-0.0118045130044821,-22.36769399886964
2009-03-31,25.67303566992289,3.4194448725292625,-36.403757525608206,-828.6057314400888,-960.8925251565086,-968.203046567947,50.05818354871887,-373.5169672274552,-63971.03821036744,-383.1117398293477,4.379252858511199,406537.1784528288,256.6542581953633,67.63600478897797,-286.810877628448,-123.64505045874424,-17.982162305097226,-216.43117233431545,-939.7781547916818,1180.0104068343044,-55.75980018716359,18.73137356727659,-260.3551718499102,289.52841296471433,3.77918924916176,-554.1727314114332,-90.561576877768,-120156.7874015104,-173.6408264796945,1368.2799452439722,0.4451422150135515,-20.514968852379933
2009-04-30,58.26715974882991,6.809202695334502,29.178260527415095,424.26184664675947,-811.0615306726431,203.12562653244163,35.854031703244985,78.01932806603608,-65726.09921116,-479.0856268651432,-36.07468757046657,1535.206859053451,431.98720405497295,49.08687089411597,-320.4290333389917,-173.27990901748234,-90.52097522862084,-440.1278346340004,-346.46176444520063,-527.2510448949779,8.642326163105906,-13.615140455469373,169.52221920812644,242.56304550850743,-81.19867681571841,90.32553183701748,-69.50037352083743,-212647.8697903715,-30.961093996415286,-1313.5747075872714,-4.317950146668737,25.67303566992289
2009-05-29,27.269865226033705,3.423422073545101,33.18527137825323,-280.0312928208143,429.3327694498738,550.9327629935628,-5.076948130059588,-387.09553921883696,-36432.22333317599,-481.2659273813684,-66.01473361361101,1396.8072408674984,367.5008540307328,39.54799024991725,-98.14149536698326,13.708317206358911,-112.99972490944182,-411.7580294830585,1308.2069044127677,499.9142758560192,-35.22106155649527,56.47355594615033,359.56805082438314,123.78528251471472,3.3338025886736773,121.30172511874387,21.35764954572619,-55129.8839245094,-8.51734401361324,-125.90444464164466,0.3144153435048364,58.26715974882991
2009-06-30,-3.7738036171648406,0.0,17.614322071184443,-283.7886052514032,-295.34582729212843,1245.3677019027857,94.17186543858053,-499.06653943102856,-42526.8657330946,-231.98875417501816,-48.599795402964006,215.9923970028674,-62.23741284756328,-148.70784313395384,-52.60466993170917,38.246172085938426,-442.2486820398199,-112.59639750109406,2992.296887114029,96.36414528689056,210.3849793906121,149.064572366084,519.5724966255234,106.55439446979015,81.17677561118816,149.31227931717058,150.70661288002896,1786561.004361953,81.30462759908261,15812.609983371913,-3.707423182262085,27.269865226033705
2009-07-31,35.117081376397664,3.489494368108301,1.4971146234584245,363.6045654054864,-287.77975781919423,1521.763807195841,-31.777036995924483,406.60004561339855,-43243.0088472018,-222.32909958110332,-48.2298200149285,207.445304465231,-64.72691340913885,-173.12983220931645,-6.008045605314734,105.19407538272102,-460.6174750486104,-82.49141601356206,3651.849121778291,1077.644429363247,-246.83508732247003,31.66935495772043,-4.617373067698736,50.001768842555975,-13.32477094657429,46.5842049882267,-40.21582441684125,79015.11126710474,1.254034337012058,-1762.2866623079751,-0.3787023121692811,-3.7738036171648406
2009-08-31,15.05392148728207,3.485619869805949,25.91834117730752,821.5332356679831,365.0726349777157,1637.3913610954403,5.417424278098756,458.9146714739541,-40375.50883790961,-121.12976489476908,-6.168939768743241,216.66264983492067,-160.33657570800597,-152.57421565640587,-45.64915896129469,93.40195455696058,-466.653595558726,49.489832038165794,3963.25544401071,-2036.1750427304944,71.70430138657076,1.3917911438070405,-75.31677761092897,-676.636104407441,4.655564186098161,-478.288234221588,8.597046372198008,-161877.83217616193,2.1154083196636293,-1479.3818747585535,0.0150878133065037,35.117081376397664
2009-09-30,17.874443068791933,3.512185477219419,11.503930627409328,395.49035063371,837.4176742931577,1041.166101773904,-71.86249231000737,244.05153216608224,-38262.98181115646,166.65099882824742,-21.44860404147813,60.25508020348475,65.49949492016455,36.84999092818391,78.64471514935568,295.1456895680057,-574.8083972738034,103.33547503857064,-323.3094936791398,435.5311576368431,-96.230073031607,39.02588492214272,735.6507446952805,-466.2064799344116,-24.268404097305165,-518.3462210507078,-128.92968122899163,20696.991918368265,-29.926748553654704,-4033.201306513569,4.991457726412541,15.05392148728207
2009-10-30,-4.876528965549441,3.5230491369601227,14.087166880580588,-48.04925674095349,396.8750195224723,898.6295675808769,-24.40800066373002,20.7422419466014,-32547.82642543065,159.69844864410237,-31.45354990137386,59.8807401551515,25.061992484371757,68.95449316893533,119.12523472173254,338.6227990043404,-586.203127947305,122.34840416615796,457.89583506902216,-963.8317628607074,32.82970087044316,-14.460780805098011,481.7906854325174,12.794737273132796,6.659783134820316,-1.6522881328710357,13.32839849449357,48018.44693158194,7.509276891630066,1397.7489881035435,0.0723768871534078,17.874443068791933
2009-11-30,18.86398265911611,0.0,-9.267698329291084,491.398139647922,-48.62585705973742,886.8569610811348,-133.17538761253397,361.14181610147807,-31762.817935347903,191.3865353622115,-35.8688267324964,56.827307971068926,72.29111764622392,45.091765558801775,420.1069855199329,583.6676137890611,-573.2701787435288,406.78720074601137,298.6661871126645,1367.3306591840785,80.07530702289517,22.377037626830315,2133.0593324115616,-261.7000899753134,52.3741301471388,-298.7714978591639,-25.028753590607835,-217612.89489883,21.271830155628606,1364.0817759910424,-0.390766705926195,-4.876528965549441
2009-12-31,18.745402364379068,0.0,19.0895015836341,212.086517201146,491.87141850089216,657.2232572322393,-13.231780180466204,158.73688018775118,-29211.46144867048,111.2164319191758,-22.53926927318036,-183.19727460511973,280.2386470224624,-77.77960247595705,330.84436271317736,383.8691461835661,-443.030388624155,382.9477464600088,1785.2904506775888,-888.3454717386358,-40.25001863870142,0.9493238177556124,168.3600233994839,-338.8177903248388,-12.775737664935292,-165.61670351295925,-24.731143309683432,-1128840.44271914,-22.83007560194289,16651.773331269418,-2.0515181034972634,18.86398265911611
2010-01-29,-10.083982494982228,3.541295301172924,9.606112765952483,252.2408124658961,215.84661579591017,711.0391726427293,-45.32169967704193,195.23800187220328,-32937.669966204514,131.95600135014624,-6.964282558914808,-195.05083176312695,296.8019086583381,-48.40162926987772,348.346475353043,401.209412182742,-428.53501478103846,440.2167093107659,2215.350541120201,-1822.0040637600484,-60.66937011554015,-1.886602959937932,-298.2943111382201,32.195966237134144,-1.0503513196639744,58.637584712092576,11.37622074481328,76347.8354325844,7.858534570425036,4760.700236463337,0.079917616854451,18.745402364379068
2010-02-26,27.56169297688796,0.0,-12.14790040377608,-60.74879952463256,253.92555917519337,321.32651469165233,-47.243801812471446,-129.03699012797895,-33895.05759609725,53.64611689155093,10.364943629482507,-153.10076333909967,116.33001564934202,-47.433210857718144,-156.55724344060934,-75.06931348754371,-458.63968914568574,16.946779935191664,2565.547687468627,1286.2830171673124,40.2625016266239,-59.772315831529454,-1447.3118683864504,3.505262394328838,-18.729115179336787,-207.2741944846512,-21.11266597260493,181624.56978994608,-3.745569416219212,-303.70274269909714,-0.4309259166365917,-10.083982494982228
2010-03-31,19.015003346852826,0.0,11.858281255072182,266.89674076795046,-60.94556625852718,761.0990644602329,11.04407538898304,264.9455826656736,-30234.93446939612,120.31043340429576,35.01219939106316,-164.5413694411261,62.54818853321315,-18.386200862196613,-172.3221956306466,-3.168345147804501,163.21036709350082,135.37825233259153,4020.654757793317,79.8729148637085,-37.84341695582583,-24.968360580357512,-992.5404208953004,-11.798739467382802,-10.100224650702671,143.40508734255127,18.821338001162587,80263.96100427769,-19.80057490999951,-202.32871036662252,-0.0966640070191759,27.56169297688796
2010-04-30,20.142863492972182,3.5665431164191497,21.82126221505896,254.6298048603355,269.6320164303118,777.0134039396768,-40.69686264100351,134.30038000115889,-25394.471058549687,58.24990028147643,21.54225617715072,1779.7417011488562,147.2079917968398,0.0,-302.6363856419406,0.0,216.91439919566932,0.0,1446.4077298543627,0.1892744737260727,-34.70413464447458,11.012013806778782,2221.170692871958,-113.17343922728924,85.67179212225992,-158.93148427633605,-83.19920286358092,9659.941099302843,-28.078269184642124,-71317.05774348746,4.288359076927032,19.015003346852826
2010-05-31,-19.457617122839206,3.5793800470318557,7.0874093429687175,-137.5211545243619,255.15489802447937,799.0777257553851,-144.49925750297382,-170.46438212049287,-10914.64187857904,71.8232637944159,7.768068696356165,1796.7011562620416,166.3818603635831,0.0,-182.9843969030986,0.0,218.8555088467335,0.0,746.1825967662774,516.6846371243814,86.21941076949835,-27.82233095431934,35.88299183973322,-151.15790027664843,-8.770900887382084,-121.3630691599692,37.15224382893052,-197518.7869986296,-1.89571017709352,0.2636007137031555,0.2102631165845805,20.142863492972182
2010-06-30,-28.51606180470741,3.59392672368673,-29.5342109352963,390.4666816166296,-138.51039368203425,670.3004868922264,0.0,168.04067416070004,-9658.60297633373,-21.94074311309097,-8.37759620642137,1197.6618675808495,-126.10290955388233,-299.40934079076527,94.9771138238269,140.87857965413775,349.8125882257359,142.95102855536285,-1468.4129630226753,343.750812253963,68.46340490385592,-127.1339261686934,-2177.222427569749,-93.08260168139896,36.43856234958554,-223.8444851379481,153.5165104426586,57561.60437785275,68.09678683275598,-4.241941262036903,2.277524985245253,-19.457617122839206
2010-07-30,27.535740658064476,3.5801359423368595,-20.516138633940837,282.6148998847166,386.03225483490814,-105.90111737507785,-36.97704711173297,305.1297835975557,-7190.422442148326,-4.611228265620365,3.6034494012840095,1208.7793321226857,-158.45813019184737,-314.0285787091105,93.87500739317228,139.00771482637248,356.56140629474896,170.1733349607072,-1298.9169964966231,731.4599453385454,-77.56871367783242,-79.98552220135741,258.3694521110965,-46.93545231938242,-16.966849035879477,-42.94710676240675,-21.87330772197697,-51703.55952639878,-8.929049561360557,-0.3111936569004143,-0.0029773456244761,-28.51606180470741
2010-08-31,-27.97141002432253,3.556251008983751,23.82607930370663,265.096424368954,278.6038735394752,-16.54760823059674,42.33822442140624,97.48203921249738,-9874.89770639253,96.5862941477542,17.512874712690373,1200.234573874082,-63.25403150953139,-310.6894153604036,113.81631791511715,189.9041319115069,369.79349231636735,288.50895274686235,-466.87883720367074,-1396.3281283972,14.434243792239272,-21.64912305299833,-545.6685662399177,12.527396687865348,-4.436932651761765,39.80186436078248,57.15904790965064,-85590.43588374462,-6.006692714433825,-0.2282239168199282,-0.1032065858600059,27.535740658064476
2010-09-30,36.37284694703287,3.5767028382415127,-17.479405560546702,-269.9494023270083,269.8943576164896,-673.5684646475623,2.8172624632119363,-409.0709618477792,-12927.845270227092,167.65956319333708,36.06574067962646,618.8001728015644,-49.42292199447105,70.50779925248605,-66.17479074042888,2.9877713958197134,348.80013114764574,65.34830817426455,22.48330285481879,-173.79841533946774,35.58547468217154,-10.968716471407674,-1112.8731286172824,229.4726063697235,-16.881647158361545,485.507983537419,-64.59927226021375,-1673590.803619491,4.3442601551087705,137.3506883459197,-7.474916586882265,-27.97141002432253
