date,excess_log_return,log_Mkt-RF,rev4,mom,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,pchquick,grnoa,operprof,turn,beta,max,r_sq,cash,rd_mve,cashdebt,quick,agr,oa,ol,noa,cfpq,currat,dy,pchcurrat,roavol,disp,first_lag_excess_return
2003-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,-59.95462254811828,58.08073065767567,1095.356702272311,-356.61741547979,4843.374184523168,10.29108985742582,-33.147481071124545,628.5394752991983,1426.891421948022,82.32965548257802,744.1312078745405,-135.1003412642753,227.27088321677488,10825.835045745658,99.24540686216493,3749.813411638015,342.5858767675894,4773.501905125779,662.452056952865,-914.7467223504882,55132.14491000227,281.50496049259385,61519010.11562757,21843617.590724915,39634408.57678687,460.5623753833634,72048.58923051963,72.09359728546912,392.1860637426476,578.0739698158214,5299.164944577851,0.0
2009-11-30,53.87919757316983,-38.428873707175946,1292.8252605870496,-251.61771971330208,2840.601109505926,62.44848562640912,-339.7860603494222,778.8910977422555,638.0292550206427,1448.434834594075,839.7204466806896,391.52973434053297,949.0964602468608,4567.252193821732,1572.894687372579,249.07556827780445,-7.170545865493011,284.5827516335212,-8.359251283828371,657.9343998994805,1159.0135380467182,158.88705955020822,681808.4857902378,339655.16767224297,332165.2664612159,132.63765371809444,976.1474752722132,3.631540484456025,-124.35603926315888,24.884757148670246,-1171.8561200581062,-59.95462254811828
2009-12-31,102.4007603324434,79.61510765075111,1200.2762186664029,-223.30828856634577,2412.787543559315,-49.7932946816615,64.12515179902041,-511.4351348573786,774.6560179735837,634.5600860988369,1371.8706077204945,1806.3760126781945,767.5341352319508,-5239.586555349297,-0.1046050390580148,1.6495075542247832,-3.160921796363425,67.43263880962786,-1.2383799457246596,470.5060930847692,2142.026164417526,650.1074448886826,-234686.54797736555,174694.38639132306,-635157.7573122233,89.73817786264351,1873.631757533905,1.5418557301277789,638.8668012461147,12.694028410309445,-307.2704507936005,53.87919757316983
2010-01-29,-65.70016215492265,40.02640593985221,750.6879123500623,-175.13358256968775,3061.2726943535204,-158.60555631787855,-80.89093219241556,1060.701509524877,-514.4066771200503,779.0582124353903,1228.8141216158208,1791.9126394537448,865.2241082993796,-2093.820396810367,0.2910601956041319,51.41598936571154,18.007468231976418,21.676240350563603,21.941984198861974,-90.22996959565845,-569.6664271573973,-24.687340302977645,464120.98775209486,192454.7271703705,269132.29752021283,7.895410057641015,-778.3418951024505,-1.912808335443472,-185.6465691400948,5.681119461700519,35.738841315489026,102.4007603324434
2010-02-26,66.03341719214839,-50.73591879324503,1732.4094216979397,-291.3690191140722,559.9001805390284,-111.31718575412135,-136.98027618257643,537.9822692668993,1073.135462355318,-520.4367508981483,1500.1314238999134,1706.7074312740772,898.4319813215699,4582.494921028719,68.17652050452216,-17.65697134698621,-3.1653287888869386,142.57574424155246,10.402441252152812,-26.067693508497143,1915.6282386391176,-148.32305006171907,735340.7886679918,302802.1023631096,428064.7160223052,42.625270025376494,2098.8030312933697,2.589100791010424,214.44474961508047,1.932498138729784,-189.3828272548203,-65.70016215492265
2010-03-31,90.73382177491436,49.47145839606616,-778.8411385516017,-3866.9425463979233,2251.4749035093,43.66202619756653,37.08181341720123,-673.4794644085117,534.5276997149749,1066.2444897245755,2229.3047676613864,90.3247669258748,748.9940335527949,-1451.82768690561,7.574771338198161,-138.107099794202,11.057027322609144,229.07454470966604,64.66766176296039,351.4418978788547,213.6496306386325,374.6214436024376,-1183673.1296228245,-134965.19920602068,-1035437.6855126098,-4.252862585953267,-507.5516091069149,2.9605514602641563,682.7650137310703,-7.985399208740205,20.450574349244107,66.03341719214839
2010-04-30,66.4918241867457,90.84114476697444,831.2212926787482,-4679.070338120574,2627.5142205550405,491.4861479312906,-76.22227925719483,663.342167247475,-678.0767692472339,538.1764921580951,2582.460415348667,-3046.3236900932825,1652.7975201806073,-368.28166397787936,10.626903429095137,70.60882695078499,5.9735778186924335,148.59882271095557,1.1716661964277364,294.50313525511683,1554.3899011574904,36.56144786162895,198143.03314287213,103529.22480754928,97365.25208593904,88.62812403939779,1612.637328767349,1.825867565243413,234.67284662294696,4.19746385968881,1365.4672781163067,90.73382177491436
2010-05-31,-124.59531444816552,29.561252761855638,1408.9471114421335,-4179.525554615608,2130.707611035116,769.0786469129531,-291.400769074216,1226.3236976684138,670.1486551413435,-685.0344474243135,1513.5183977107893,-2853.409564887868,1445.5087224319257,5312.1899366827565,16.728841957499753,-44.887848078964,95.81271557558978,66.27880299860954,-176.0440969867559,-200.2066078142724,-221.1366074447942,36.81177484018872,433189.8447230309,-171496.11822739244,616901.4471695572,-546.8544536783068,-183.16641116658863,-41.82750037341317,-529.8370506815659,-56.47880752051333,-241.00263110032571,66.4918241867457
2010-06-30,-82.05648295981239,-123.1796797713146,-876.1075415337663,-3303.9859263076946,1369.689639325842,983.9638368177316,0.0,399.8765820337569,1235.6021541093785,675.2190497830858,570.7443113819855,1011.4448700785751,762.5886431144077,-2976.7691631955317,16.961772344999645,-324.2880243964296,39.77476066427698,114.03296435129232,-257.0562364757142,-401.9601290621685,233.273784359626,-957.611382257897,116630.43282063304,107714.96281919256,-19616.08905927092,61.75588001989706,293.69024011457805,8.172180300490552,-907.7960201625524,22.822575530910623,-1181.6956648948585,-124.59531444816552
2010-07-30,45.87077325559096,-85.36562470911427,929.3685699231607,-4433.902132525426,-630.7390860754266,950.1079610965425,-42.42584708951048,-1639.3581848719948,395.0002795768671,1220.534580536607,604.5884134427127,2470.4713014826325,763.1216879968154,3243.0892276221457,-23.597547882463918,-290.1825638192113,7443.685061801526,-70.77018150472395,-3.0550650474539225,-17.29556896476673,-669.0697000173532,40.850442335685045,-756111.1706213951,-278990.18981960416,-474037.6250601336,-26.13434309872156,-885.6674158816895,-0.0098845836818313,18.31583207767835,8.327434385993797,-24.555683823468826,-82.05648295981239
2010-08-31,-110.3687954345232,99.397684339411,1199.1833276936584,-3510.195408861617,-1165.707102425647,797.767500254781,92.40818698297431,-1134.2331287680563,-1626.531112350629,391.9096205135537,399.8520945718959,2296.850427802794,771.6039729075989,-4424.102995626336,-15.71838530814648,-278.47394742865936,-77.00299431794701,-38.99859640284103,121.61745424681504,343.65530480720685,-1290.2380432272766,25.786293972463284,-729252.9492703676,-339405.0273566544,-437029.686603561,221.7935547833341,-1640.0881797448528,23.958687857441767,-338.28498280848754,3.5270719254205005,-132.77256420432832,45.87077325559096
2010-09-30,152.4103221994971,-72.65834118179951,885.5474902195792,-1676.8001236760442,-3511.9900931730704,839.1269575833979,24.611355089376712,1332.0332920074754,-1139.3338768180663,-1633.8457685612225,-77.69468663155425,-117.58476740875736,-750.2945745054415,-938.904517353234,-38.60482865503696,-160.62339540546782,79.47386150287275,-176.76479079833007,105.74348314662284,198.2971587115285,-1119.0777584486204,-287.3986168562175,544852.4959137142,131570.2095988281,412292.1297205761,18.60135736251664,-1096.666338325158,6.252055874358518,-168.14442886543554,2.537836362376197,306.00388166601306,-110.3687954345232
2010-10-29,29.96902437925692,134.6803506803892,-1627.7733127208571,-980.981220702574,330.5728249873127,639.065376570256,100.6128322576287,-960.8376184282324,1317.2444407839178,-1126.6844638496952,-157.79560197357068,-31.21132180370711,-697.3222328382878,-170.40416754792386,-3.535862569159008,-188.960810856453,-18.363999056634384,-77.12948252497881,-34.02836679028559,-8.237284308218022,-753.8676346774664,-17.973961718933054,-511172.2855360508,-174715.05045641214,-329496.44349853694,-7.176626648183515,-871.3755621371238,-0.6287915285082306,-29.606761837535306,-8.66393098337403,608.5811722938529,152.4103221994971
2010-11-30,8.65119394184817,56.702686266211856,-1053.048314002572,-3482.2489394087143,1821.0111804959872,664.5515491856318,-52.10702748006997,1820.053037622728,-976.2422562221556,1338.3631741756526,-102.51336518139456,201.11159511978732,-674.3221476079132,1056.424385608847,3.267365152885532,158.74003141446838,300.1089429906624,88.3149362967988,39.00333903587881,-159.25235746319277,422.5383665242189,299.7980686415082,2256600.520284578,484881.85064794496,1755038.1750276985,64.97222883505515,828.4403962030337,10.312758794212542,148.9997692171125,12.69036011732942,157.31228628755252,29.96902437925692
2010-12-31,114.76812230821872,8.924931336253564,676.3336905984307,-5053.932747965842,1322.2976149161314,584.7378090042976,-100.5427497640906,762.824391795413,1825.988117016072,-979.4257213069887,34.45241967351235,978.343175898372,977.007102462542,-3033.033959059916,-0.3679680963075498,34.41453965096116,23.57301814674429,-19.24370670146709,80.95998536355353,55.2424512065611,1145.7143125453877,382.77938126914734,529479.4584307894,255515.5750706382,270973.1486024708,-33.76247292396965,1423.659751835381,5.37248908033726,119.86104286207733,24.77945238478594,24.47697448384406,8.65119394184817
