date,excess_log_return,illiq,log_Mkt-RF,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,rd_mve,cashdebt,cashpr,chatoia,chinv,ep,lgr,pchquick,cfp,agr,chcapx,grnoa,pctacc,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,roaq,roeq,rsup,salecash,salerec,chsaleq,O-score,sfe,chnanalyst,disp,turn,RF,baspread,beta,idiovol,size,mom,max,r_sq,gammaps,bm,cash,depr,gma,lev,quick,sp,acc,stdacc,stdcf,oa,ol,noa,currat,saleinv,pchsaleinv,rd_sale,roavol,tang,sue,chfeps
2010-08-31,-19.89941739262107,0.9785056624908068,11.783621794762562,0.7894760708894014,416.4739339959246,-223.67956361640552,-153.41240089468323,223.3798190720804,221.09712874684388,53.77469632213322,0.0,-17.94484714501682,-138.9482064739941,-199.25672694884483,48.01053459742285,148.35057273624145,2315.62180473466,8.179915026122474,202.73890495556043,9.593845236510958,19.189651361532636,41.136772995780014,36.83429453566971,158.6060727436854,5.844974633185421,114.99109664720727,59.192838635396896,-857.5762288392939,-220.25877495374564,17.597381603008717,59.19283863539687,114.99109664720727,7.609124407566384,-10.052512626508324,538.719228139062,12.073272687524579,-26.02118466563192,8.797016128527547,29.13575394129927,270.3564259994762,80.63253692653555,-40.18361958312212,19.56142363731909,-130.59531137943247,-212.40197900154666,-30.93717956138061,39.19870954223929,68.01882942830362,185.06690663564285,6946.093398340028,3966.7527401679536,116.74785921293942,-9697.679204563843,36.50593296820249,642.1327861977934,750.0622278824314,6.150428550779907,-0.011180318548480672,-21.865555573805665,-2.58587583948173,-0.3309702490110915,-31.603573310017964,62.16666551054709,-18.411968059698097,-18.47985822399619,-0.17489601539591093,89.19726752139582,-17.938975721981876,-10.477844289657725,-1.7617258264158977,50.436695156203314,-680.811527686129,131.37389012306585,-12.331490838650062,-0.020796748108666163,-7.9899986676576304,-107063.32901917025,-39815.86956846528,-67247.45945070405,-762.415474130139,602.9285633202835,333.20697761005675,-0.9094503633641562,-1.2700896555022183,-4.6425490209755935,0.17517684143931922,-12.324762369166365
2010-09-30,20.386111385898413,0.978920397897886,-8.648024285895273,0.42263036832251194,378.76214236275814,212.08257307658099,-227.34841235120825,-156.12083454604212,227.16182887993966,-441.2401348823968,0.0,-24.87643435835691,164.45568734572217,-140.66460422021487,-201.71810306684702,48.60359855606627,2487.473156259683,8.337727992576166,241.11357933867706,332.59427008155865,72.32870094289906,25.611185351457063,52.44363077653629,179.50843143266303,-20.96153187419847,156.3825791012755,83.07929406452773,-764.5986729497441,-296.0262633005973,42.810659056736576,83.07929406452769,156.3825791012755,6.6136186092346625,65.38126893719274,-1931.5140970546674,4.093066079033298,-5.605292281185708,9.886382265429972,78.10539610671495,293.6954120748716,-37.476718428281316,-38.01969785599046,-28.44708696012075,128.13689847530884,88.80692042946856,25.341859473597747,55.98103797079828,97.67562658827349,186.577928783677,6934.5847784860725,4178.6180669576825,259.57212531382174,-11373.958072202768,42.30143127091773,522.8241947798198,554.0623684413785,-624.7958762300705,0.01078305900173171,49.15850760969971,-2.2295522970935053,-0.09786081027705862,29.951724212006866,328.82087778309324,-99.41671526333641,19.249244109097845,0.36279633076444484,32.53839493974101,22.723734616380227,3.029822639959349,19.30303394228855,-32.40269172647004,394.1995649945211,30.6349000301459,-20.491054482970263,0.17402139252470472,4.95867254833513,89331.88602528162,54931.22060639504,34400.66541888565,1043.8974129500057,294.2900165130386,233.0863161399415,0.2425215592512835,-0.11849139650483664,21.363364645571664,0.19928501388866932,-13.745365356796128
2010-10-29,9.568523426048273,2.7471337609767073,15.985587319195387,1.4564609288221024,399.93300921030226,-261.8951694454909,209.4221456612327,-224.03446140871486,-153.59012408562876,9.330339250360574,0.0,4.6251042670179086,-118.01040165131394,161.78440825845067,-138.3797673645404,-198.4415648154591,2663.9393603206745,8.112796167052878,240.72169334700035,337.10868738883556,55.102464973403116,35.9909094338286,47.75801947362812,133.46726435164092,-37.001404180959206,150.67502092900108,67.82762888680348,-921.5135664024497,105.02137063557466,36.87818670089282,67.82762888680337,150.67502092900108,2.510837326394938,43.55654848703457,-934.8268440070367,38.635195753506856,1.4937031774749765,6.636885240498435,68.78895727699884,287.9144243946211,-20.59153321033427,-71.22316994723055,-20.074637597032535,-93.40659781901007,-11.430697057912848,80.04748171431352,54.02472947201179,102.31280291455705,162.2185989911402,6814.760470708428,4069.94055227008,185.52411676952389,-10795.973267362499,41.006479938239934,504.58184110065883,503.0096989043503,-3.6457443368130953,-0.015071684021752851,-42.35091790759259,-1.7533001638258838,-0.08597858429461525,-39.87117992975345,332.2187700995914,-92.6268649676366,-10.120044785719074,0.7409305925611986,-22.94436387656924,-12.979213601810784,-2.4908170790433246,-1.710853393359912,54.98544267723992,-111.37476783644615,-12.263328749365428,57.435122442148554,-0.04637808298708901,-6.863935400115508,-77346.23743950576,-137160.00887939613,59813.77143989038,-164.50053797321198,-495.1230148120703,-336.56926816566954,-0.3581232482628067,-1.9685226494231074,-33.67935790492879,-0.09452752266835024,-17.310784137450923
2010-11-30,11.210389903810917,1.3210485344843896,6.73334497517923,0.2562876811525857,297.2149782634718,292.2988908903951,-266.6108957908888,212.9940471565236,-228.26844817089858,368.4779550392403,0.0,10.211907620963194,223.7161072980036,-119.99711702198893,164.50806283571683,-140.70940277774636,2346.89214154568,11.414996022513707,293.56223015984654,1198.8328762887932,86.54965657072965,41.59988459860067,43.7395470827932,38.85062641700026,-17.521853844901745,158.9944163573722,86.1524334431455,2977.3013217776875,243.22606283380506,36.82799678965683,86.15243344314554,158.9944163573722,427.9506062731145,49.07579492578921,641.3493469004197,53.558390342727314,29.039524527303158,8.574635094548475,167.24978101043024,330.3417375020174,12.404197997724795,-31.878852590957955,-29.595894426239447,107.34514892575004,142.742127937951,232.06777518111628,63.00995988151966,91.30707134323107,155.88469239258058,7715.090857192552,4176.889519342061,357.4171266478234,-10877.940492002783,38.70243774869551,827.3600492314341,392.3679966881564,481.9841558309122,0.014504987766867261,17.327266273429245,-2.0137739482127586,0.19249654183089504,40.65292998927907,-290.41119437449373,7.45862815298824,38.0824703593114,0.34886204818364686,26.666113306572242,-24.651742316865068,0.4764562553411622,20.97863919122375,-10.612195049084221,-129.7150453392842,30.86091941657446,3.571967479269194,0.00833268711407209,4.849617925780251,475253.5225902684,171379.91143580433,303873.611154465,-22.30655445623779,127.02274294687231,94.909167870604,0.2799978447941971,0.676580448256388,0.012638438032126942,0.011598393885171032,-11.38715666790705
2010-12-31,15.535487085801135,0.7689972969305354,1.062499030802485,0.006355306413383591,324.9571752050688,133.2855275763684,294.37978140128,-269.6315400883565,214.32219846741881,322.64359919837244,0.0,-23.858502930278718,94.1976677015429,225.4828551939866,-120.94476740167403,165.80722844966206,2994.8066303665305,11.815343199093293,286.9996863847154,867.6613647627539,53.86790627547677,44.25265100773689,43.2019518282477,20.231062354093794,3.659872713043061,188.06890938653333,79.56405807581447,6328.8912293877,251.50316127333818,36.63629589599245,79.56405807581456,188.06890938653333,436.50836952961856,5.367092223496841,217.92756203251554,65.24896264428578,36.23753568011646,9.677814771378987,176.50611056418057,330.4027469925003,40.60900421628383,128.42433501551528,6.720841601437755,-34.076499689265006,76.24319619657025,221.00984679117067,60.831472132372724,94.96592387570144,96.90691507203964,7743.987113408331,4290.66272441428,253.59275985489577,-10018.251953712786,25.84523744885581,561.242124011121,625.6627351207504,-320.4967090721184,0.007292366385960092,12.975202756604943,1.4495665565076479,0.043927348436238134,19.391184619749765,-288.80541378474027,2.5412420690964836,29.362613369939936,-0.32901929422310916,-6.250350822202108,26.21230378013405,6.984153500600911,-6.115842703095495,-70.55457726587656,651.867339531269,-9.283886213504957,-40.21536681764737,0.07258881399766315,5.503175717137765,6767.221434496343,-1359.9984096521512,8127.219844149426,1479.329326765681,0.26476889393688907,-137.9967339652233,0.4690135514562215,-0.026757727620619676,22.846557249590433,0.11413839486083821,-270.0008306163165
2011-01-31,0.5630969596795775,0.522304080119812,11.771840433493955,0.7765718324643537,279.66078047506636,169.82813094284148,135.9350318706162,296.6305888410228,-271.8053702646046,815.460678885204,0.0,-2.1697046172173193,14.945912798823326,95.106753755109,227.65895279785286,-122.11198527425475,3187.9016649156542,11.94598508728415,284.2599809983952,1365.1041556544099,46.49377694095556,44.80771202423839,42.097237132160956,48.512838400350084,0.8992805828825965,192.03296104642777,97.64657738963801,6446.883726659941,247.24708809060684,36.01135772980913,97.64657738963814,192.03296104642777,457.2009264029149,-2.1839956391228426,269.51434985371634,64.45540230637482,35.7234912843554,10.4507806819711,189.8408316354971,327.0993611990545,32.098135688896036,175.77458291108385,11.728802547461756,-51.89626132884465,70.01950115695853,201.7918447961813,60.079778053029116,93.69207695132494,97.28427655757255,7756.764908985735,4299.598383826074,236.96072274308798,-10111.493485908013,26.78965784074508,709.9866043186654,503.57301761857684,-976.1265980709604,0.008143673636981319,-14.698284047578426,1.911675889581204,-0.011844204994698515,23.88405866117455,414.27314853106657,16.68927409042027,25.202174425305884,-0.34859040922398243,-3.4305675279138086,5.726794285136464,2.608309724172898,-2.4435906933744604,-7.20559888930984,43.424311182503516,-7.99395754906277,-11.370984922264377,0.007081880367703075,4.400133227824995,107990.63087511435,31902.780928391963,76087.84994672146,57.37215666221891,-41.69677093571772,-17.8468563985901,0.15350605844897025,1.2459830479005802,5.768702345932979,0.0013570035045351037,23.68593799057244
2011-02-28,11.725150802868995,0.4125652725467436,3.5336782592346028,0.06962274572630073,248.55276936686073,216.0290350516154,169.61819789641913,137.44794789976152,299.922304041258,517.5394362906104,0.0,62.56314076007809,166.38930851071672,15.086764160398982,96.0030466708888,229.80442721002737,3564.2054820759495,18.026906225679543,289.13206268056183,1831.2516936547713,45.410539801265976,39.1011402860638,44.500269384715985,36.207448976453904,51.228670858481216,202.82785768449043,92.15695492539538,6267.486953690443,230.56001046632673,37.09148143774947,92.15695492539547,202.82785768449043,449.37715854269067,21.671934276956062,1001.0761540508738,65.06201109551169,35.260758214290945,11.185588574944273,200.65803316735438,326.60497185099734,63.88677205558367,163.23948913214412,11.032128979344346,-12.560850589779147,57.04068860592485,190.23898032345494,62.12093697312192,100.15722999242138,99.41852179954343,8049.241674112558,4327.068754241123,231.7957207143131,-10362.6516004875,27.527587005164627,729.6801495259087,579.2840795049015,1077.419939865109,0.009044959168670541,15.283335238217802,6.364523376448005,-0.6123517074457787,23.547949607307146,-272.8538901114416,20.505461514619185,15.185537491973491,0.6290127352818415,11.284892849537982,2.407939938655261,0.6562601778848318,1.7427264203007553,37.30624979092636,84.43252216555356,18.46317438726487,-6.887847480756577,0.03754327924552614,4.206724445422992,71048.90966137126,62693.34424167033,8355.565419699065,144.9076870566514,122.53740490328892,45.22640890654675,21.68731775976061,0.7951839697652474,8.312914245411548,0.008122620477337417,30.538154416694596
2011-03-31,4.148298380373643,0.3383020375774125,6.156721698933753,0.2111843381749825,247.8736891247807,-2.1244812380104268,216.1433301793386,168.0793523418207,137.14953564326035,560.2948132122871,0.0,-0.37278340619201544,49.72804497392534,166.5001046229223,15.096810207405825,96.06697364087404,4173.600570287477,64.10097067773255,316.76853371381355,4393.960386581602,20.675804674187177,-22.631787372993294,17.86865684355965,171.7924627781726,-5.429134043476608,305.82759389354294,79.95383832074023,3488.97007439478,-144.0980844002492,-13.966699427261515,79.9538383207403,305.82759389354294,8.94598466847908,-26.31631287438838,2594.219730913392,0.7592845870222551,60.91144494530162,80.38705793831714,-62.997767486978304,276.2862724489981,-39.27111599106933,10.831795196190797,28.05732394676577,66.91961879485866,42.07029657315972,-108.54910104479043,60.715224696571426,57.8139078781976,79.73019907987525,8129.976742738925,4989.011602107083,57.30489739891115,-9188.032360142366,29.014826820809393,399.2889452435819,314.6625045614401,1174.244084063976,0.0013818178198004016,-7.212253636104862,0.3326225214213423,-0.03183150781700306,1.6795280217634172,530.4838552131521,7.730104761070663,-29.927476570009276,-0.39556762348485064,-191.68400011016604,36.40633735792312,3.1861246696773833,0.7533644460996243,-206.0998592819833,-65.23003058161157,-123.99913076347502,-116.83407649910535,-0.05306386919609318,0.7464063327750523,-14611.722749941051,126588.50855000876,-141200.23129994888,-278.3660283117606,73.51234697619748,240.22893712823472,65.28418549153511,0.29938222168986783,106.51625381905728,-0.1282328858968073,125.54530384711754
2011-04-29,10.270059891420503,0.28143296044192273,0.8272292449008357,0.0037961463074704673,246.7483514629794,182.07341520202,-2.355672896828443,218.28173575872302,170.6815079427982,442.75218776028686,1838.481982436427,-12.756939403844457,87.39089632890483,50.197044969486946,168.07041667460464,15.239192718602082,5641.9979266550345,65.75690208876098,324.52709841221946,5662.768759196146,36.97592721484252,-22.405315237434838,21.954554072796284,201.70173815932026,-71.19242577236524,324.8699036695296,83.9674888709886,4203.145265281205,-156.5690331116705,104.97717529748968,83.96748887098869,324.8699036695296,5.67542575684162,-9.728293763797947,2622.568189818667,3.568927548077196,57.26983231825864,81.77037150063626,-91.03491657736622,286.9658518717892,-109.46371690090723,17.145237548720594,-6.619613903215715,109.35363498589132,61.910014266167074,-118.22903139836431,64.70055349683052,63.83418392344707,92.76442259662655,7629.021429045421,5082.296255175266,103.10406576932681,-9382.264034033095,22.42266320434851,-801.1148513443629,304.44695928190623,-1538.086660604476,0.007751288991274308,-19.9573404008664,0.23235811844739374,-0.03155347243250972,23.803931755463964,233.9061937483856,14.39425041773967,26.242777200132878,-0.17469785240549873,-36.018892926602575,5.7346050982348515,2.2037343551984634,8.462175118681785,1.2346285791386435,69.82041227453556,0.4664191674000904,-14.171885517382634,-0.10553573091836554,4.973543637342402,218687.00916909985,81245.44527209084,137441.56389701087,57.83778038003038,103.05918709026355,43.43716140259636,1.9360166771904659,1.04028276485694,27.686225958250816,0.59956686804403,-474.4579450230044
2011-05-31,-0.15772672508899688,0.33037953529279085,5.164900677898561,0.14765137527382857,219.48263333185167,48.02474167138557,182.47908188641784,-2.353130151685848,220.28985103657845,375.4981135647115,1930.70044580631,-3.2049317023588455,11.734837299310273,87.71466199227272,50.38301490739086,168.69308370553173,5521.900583406863,58.23756031384318,287.458706099403,6298.699862582189,-41.54192956509882,25.51610615110038,37.06926523820066,-7.248972895325508,123.52835122920497,29.13186176820723,35.88552676859224,667.0911946728004,201.07426980843036,160.58609236138727,35.88552676859226,29.13186176820723,8.278388400202568,-52.76075034317663,2664.1333314287463,55.00999800382326,16.691937151012077,75.26794066757807,15.48488298694015,319.2163046259648,166.29785716335795,65.52494821226102,-9.668420273998839,-202.18360752340533,-179.89767769840685,-22.945676902997793,50.2261580632645,115.66236879418325,132.5680551290917,7841.146968589266,4619.304020908948,-45.82997205002622,-9097.739110295297,22.403059705614854,-594.2438041581804,452.9767214455663,1146.3959198263633,-1.8026392246067335,-14.150446847785787,0.7953827355815974,-0.31794184086354704,9.438839557198662,217.2098095813139,-25.469468589143162,17.950807815348753,0.13484860211271954,-9.905480783072676,-24.60094189400303,5.585700584023471,-29.321567106945736,-240.2698152859739,921.6306413163657,-109.78524578194947,211.8997560911842,-0.004128613062983177,2.874719406611632,423506.29247770645,56711.649219235405,366794.6432584673,1121.8590664236253,-520.6216293303678,-461.6454774034278,0.9172785867346676,1.0130111054109108,1.3293614506558242,0.051038376304441524,-32.34375320323852
2011-06-30,-1.2115191433445187,0.1714488518582107,-2.318032688082086,0.029627550854756886,226.9464750030752,150.11129065296905,48.74480527172063,184.50595185283936,-1.5225559747730522,386.9440566765142,2034.082845770324,25.537913032720102,73.6606530388253,11.824345344455828,88.38370986445693,50.76731381651718,4170.704185279943,5.010030444367326,278.058346913334,2427.4856418610566,-39.60976874554033,31.162765053231762,36.78768242822624,-81.4795415863193,228.66560376832328,-40.818468386599235,55.77142183907317,-761.8601724922137,248.59729989799771,66.61909813795232,55.77142183907317,-40.818468386599235,8.046160092885755,-36.539522108263895,202.18717414122355,61.35154011100292,7.981564501482577,5.215048270514998,117.31421364350507,330.0399305432733,258.8459634279426,69.0065533106058,-14.909711209731373,-237.4315911121492,-370.59242746054457,-2.5497819827884065,51.013471076148875,119.89778427661595,150.95223254806334,16844.80892398199,4101.608492407511,-22.698863907364185,-10245.694817109352,36.4103134538095,-362.0497930075185,376.531026251128,-1696.5126212205917,0.0,6.137342106891268,1.1254862419241363,0.09492360003762101,19.504957554612247,344.6263547039771,-12.375390323758438,64.73125566873387,1.6492962669746172,-20.294113484095988,-17.364195396653088,-1.2025674757325362,2.7960984365208787,-23.569654835961046,349.884047962616,-25.200897614138285,54.30310107788166,0.019478387270288167,1.6126438549338786,148512.07893947326,77908.322239412,70603.75670006592,400.2675847442715,-88.85461638178185,-28.198039017251176,-84.50146332844322,0.49726154683169455,-110.2232527020783,-0.16589232084066396,582.9076251588015
2011-07-29,-5.792306392488902,0.7164447152232507,-3.2008593029807684,0.05651096370237817,202.5574762808892,6.377505346122858,149.8623104265332,49.29176544186525,185.27582156602386,186.39697660216655,2216.2356923848206,26.64825219283195,-32.92486384080188,73.64161655931059,11.82128952158923,88.36086843402079,4047.1217305984087,2.661200484555785,278.6661214213315,2183.446732568423,-24.991131453319756,29.383782388846996,36.84924271562415,-48.42282049086992,217.41015025634678,-29.043586101231227,66.22330563639176,-1067.7074183421605,128.1771085836969,56.644431164352625,66.22330563639173,-29.043586101231227,6.794553638799522,-39.725789818729695,95.58363615203666,58.280085168961755,8.989762868218104,6.511639565171046,116.68335741960557,333.9398151458049,238.7202333186132,105.90012073507337,6.062475076413696,-150.28033124992055,-270.20203749288186,63.29983843900939,52.44400544559143,123.37051702553299,139.60702370370134,17084.952565001004,4224.583268923838,31.107975565955037,-9893.903763928523,34.443684610174564,1307.7449800831523,396.12823676085605,1272.8569532961035,0.0,11.563278676644345,6.444908137335688,-0.3213561676121053,-0.6659032180905342,-8.941816237714761,1.8095300302733222,12.414720865080426,-0.1595573159940984,28.16538464956227,0.32936558070798583,-0.11789353565276883,3.058539053982372,-120.71159017065747,-99.32855222022317,-5.941875388724839,-17.535937157339383,-0.017422683130761563,2.1920525263395803,114836.20939642936,144639.7386498917,-29803.529253464192,-159.6250348501635,326.4197419332586,100.59946561282615,-4.788531657396218,0.42397880011263567,-9.028050545213318,-0.0021923366319980264,-32.716017686103584
2011-08-31,-23.44846878250341,0.2568480811676632,-4.3106021595336825,0.10250839821992778,-212.22328489537563,-15.525839405635267,6.983966346018995,150.5356821291878,47.898653331105585,60.12136250239155,2534.0675349719377,12.907045907272362,-45.45780482767351,-32.90929109244212,73.60678566770753,11.81569830736591,3302.8892450814246,4.700115208720345,241.3728671238978,1161.4067157722347,51.69264866042621,55.700307254161416,38.9344846743778,262.8224548375816,-114.6807504781553,-24.11315763297372,94.0936843510423,-809.641804444188,56.496660183053024,57.552722073484254,94.09368435104236,-24.11315763297372,5.411633680044501,7.69957315219369,-295.5200597791309,46.345926426418565,8.796839831349544,8.531107468997831,102.95403354502423,266.99156416873444,-87.21488122831114,-137.88179422519738,13.247878382128881,-181.46970858755554,-175.2685621655932,29.221070843952564,60.48736203819538,119.01303372128918,131.72374722206078,17888.03963537669,4030.9689507640437,192.7139340911808,-10169.929347337855,35.47887211956831,510.38172781324124,388.2356254076416,296.63069972179164,0.0,14.639334234973674,15.388926218453435,-0.24277451358292979,-1.218397697405635,632.9676155990551,2.6844017656450205,-32.94817212848602,0.49516485247355435,1.611252435612073,-17.36514236154062,-5.035706968373859,6.137516673543416,-66.58621850308964,-902.1501770752548,-7.392533756807552,-11.656379353333925,0.006514744397983385,6.733557118969145,272746.09578101523,90125.03625766654,182621.05952334683,-932.8206391046187,-101.80611243155909,106.0338591224656,-0.6311481796900438,2.1159861505859396,-3.4184204301661794,-0.012136354389922888,15.798282039634955
2011-09-30,-18.90436773162142,0.3930948121265164,-11.170642744563835,0.6899286141940447,88.33569483068652,-77.252302126549,-14.344690573295848,8.03041189252242,150.2442351409137,-411.52548886295943,2160.641885502805,2.9464412397691113,-60.95603428087083,-45.25445387611034,-32.762074664277876,73.27751306064309,3923.553525518594,4.599851040024543,269.21808859609547,0.0,70.4779212699754,57.68525963870368,42.9949226662911,324.6205026018809,-165.14798982702163,3.557665745480524,122.36118605268169,-541.5868536050114,-11.747639594987415,-14.353199968131216,122.3611860526818,3.557665745480524,1.5881798715745572,20.877567163500412,485.0736364649953,47.675084232563904,6.349405651038728,9.726972640498609,131.8632219274126,276.2292255056232,-148.5675280032914,-75.03563819790037,2.444879287943242,-125.4585501774522,13.914890847909358,99.57336465750731,64.88460394221731,125.77675358973654,134.8433006601691,0.0,4080.695244395328,240.57874961337862,-10879.909543567434,52.66059589870317,1618.985228103371,374.0560391107706,-510.79151384355464,1.8086401514516743,-20.062505305542388,-31.19635812697669,-1.0168340465864283,-11.518079721820868,132.09144467700844,-14.190908222148835,5.683949404095074,1.0316952617252122,34.77745276892142,11.422093795669639,-0.12786380906229056,3.4315797721496892,51.752168775535665,-521.8492342194504,40.22454886700518,-23.577715937371718,0.024161341475394504,-2.4680457631006902,-11591.001957127824,1322.8634329922497,-12913.865390121005,-1369.578378190019,-55.52306114962448,58.571910624498706,-0.3007554618645809,0.06305802508373404,8.00258317865405,-0.007912884600300485,145.47650489924982
2011-10-31,27.564130504563558,0.3779526920931429,-14.142405253990928,1.1163305902614442,155.1576556236609,-318.83716535732566,-75.05942772312142,-13.19581531561845,9.344209174715388,-671.7906877252863,1205.1811568799435,-57.154252371110395,-155.42122944502177,-59.84196565635486,-44.42735664483914,-32.163295562452745,3486.2678120850906,4.519793103288533,271.27348532703013,0.0,54.46412978976144,63.63765161276451,43.30326905412512,268.7007970118234,-142.78368172075528,7.614385174059471,107.0504651457184,-201.22248668209266,-671.6465042723677,-9.941199132994475,107.05046514571852,7.614385174059471,2.4711797790837364,21.951815612507993,568.8245094813291,53.741720410784374,5.240733509088507,6.440761720829241,130.01310738418573,268.3159347096084,-105.75657478049436,-53.384795114412555,-15.591556327077228,-262.3898372930419,-58.69867251166472,121.44459738214003,64.96450447377205,124.98353214214922,142.28416115268047,0.0,4009.837478593207,185.37137951277464,-10892.051184346357,49.2184094814748,1477.1256850248467,361.8644025921979,116.30740586063803,-1.8086401514516743,38.153305833422564,-0.5195330307722088,-0.9724328031416469,-46.84793345813068,28.73351941994838,-7.473308309807749,-7.155090968724153,-1.9812392232901423,-30.74305413158004,-22.38956883417876,-2.105086873628778,-2.198918105014343,121.68955682510023,-113.52617171644579,11.238046165885294,32.745398643256905,-0.0350542541986445,-6.243370915338119,-6728.936529131606,-145532.35448756814,138803.41795843933,-117.6620881662675,-349.06584230091903,-143.57351217882803,-0.24050674946155048,-1.4515422289185835,-17.371000334008386,-0.02284508768967064,-30.250143080018688
2011-11-30,-2.2138681472706114,0.5602787074794795,19.118799200116584,2.0554278356729614,306.29451624609254,-258.39209454496165,-313.8096208079544,-72.81367574903142,-12.83971028138165,-253.28645725387318,746.8019250736704,-39.08153696420707,-195.70902436118828,-153.13247395176893,-58.960724219055066,-43.773112968253464,2063.0524480876106,10.298261607224651,272.24750315635504,0.0,77.50779438220046,33.359618606559515,46.5341134224664,274.3703492223388,-71.30679767824134,1.2446815190427571,80.8827370391437,4810.372879924581,-578.660456925362,-13.812351510821445,80.88273703914372,1.2446815190427571,-2.55825373113081,-17.248179266562992,1368.7532688103904,16.943124035014375,-21.72979977899105,14.41952091426573,40.74430820345153,285.89839623708787,-49.39215559001815,39.929633512917455,-25.192453259691604,237.51239422025856,264.26185678309275,415.3161130161563,62.3106178678853,122.1700166150795,218.4723966104454,0.0,4195.79598263948,450.57743704899474,-12226.659113823342,45.864965603572685,1840.9934460970771,352.86959039035287,645.0048252828806,0.0,-22.020815836759397,-14.85192535592438,-0.4373665948802561,-37.057268561982255,298.6987234045316,-44.20532892000108,9.420524504433388,0.03654030160522259,247.0626044066339,-54.086924465249865,5.326574429315826,10.180909946443194,912.722798968985,-356.8283956138548,468.56668130024946,-26.473386869627017,-0.18532451177996312,-114.3101847945544,-172240.34344014525,-168675.81235623732,-3564.53108391352,-406.6975714029577,63.568010386682545,261.1118756001731,1.4147711640025324,-19.46665045440399,-62.829052189716094,0.07056224168571334,-52.2484602010382
2011-12-30,-3.8627834972742967,0.662877078471993,-0.5040650708464034,0.0014133618296228913,383.706647197449,410.39451795752836,-265.495708333282,-322.0893467864387,-79.11916217997074,-213.90353444140143,1675.3540368408994,115.81093780264966,272.5295049115482,-200.0974035473742,-156.5661600764256,-60.282799252691916,1724.527475143192,10.787451225179883,278.3577647582534,1482.22375664036,61.969400017750324,33.34336052449086,49.65055808024341,250.95614157109273,-21.83954202418807,22.602403766685633,81.39866155613615,8365.664890171873,-578.1318399909846,-28.680093058242875,81.39866155613613,22.602403766685633,-2.2758517737910426,-25.23846948028637,1843.9062469631542,14.55618910987911,-24.352893624652992,14.928053360768516,38.62095885704163,290.6463240076032,-5.348303751549358,0.6778306961630518,-16.490434258995077,204.01469490013218,223.68444077694642,391.42258761506923,62.674896718936616,123.9306990740461,231.00002503606697,12838.421577300167,4283.351695699302,409.6334332446924,-12388.829951517615,38.60046849337547,1647.4900874572988,428.80350968363246,-1402.0332356963747,0.0,4.953365676507417,-13.293589936500268,-0.05248577127767007,55.59485460725864,799.806013339753,82.0768271351456,-26.212139041795353,-1.7246294501516366,75.42775293975023,13.592089354630275,-0.8291778266138294,0.527595595315347,144.40313384472347,262.3443723631308,75.65561008132477,-16.139665460975205,0.019854992286066242,5.534123894295874,315676.3150561135,157543.01308495738,158133.3019711608,301.7645806522869,102.36035910698956,-35.87466322636212,0.7142892129971266,1.2023226840086707,23.137354167380636,0.20127420218923275,-87.98741804372753
2012-01-31,13.977408692400292,0.3990038533431119,1.3241538497090986,0.009762661028251931,626.907552257972,-35.09765717647901,410.1274557120663,-264.5324393642252,-321.46045852411197,54.732682840879534,1704.5397670070026,-15.249467682203523,-7.0923733482690094,271.9358444915655,-199.66152447194733,-156.2251066100267,1686.201492316581,10.735894790380927,267.80980171195273,2014.6268888139848,51.726752074698055,26.36096856332535,47.693514293592244,252.37056666258613,-11.93726049652422,26.965133637884684,79.73164281041096,8417.215530941976,-622.7445120717832,-29.006125642416826,79.7316428104109,26.965133637884684,-2.650394218650461,-38.61818371267401,1804.173638048547,5.897363796965405,-26.549245563978836,15.809164762858586,34.15858236545996,281.5212361647343,-6.202101954874072,35.6983842400313,-8.663109483330071,214.9265567021027,228.24147332842892,358.2748257780986,58.754750104298175,117.4680694318375,229.6532057766543,12832.56208003254,4271.9005825091435,382.1644108804557,-12304.890861731896,38.70393360541529,578.8751654994684,412.333142935515,-276.20810777284305,0.0,-10.403760428833891,14.58157162024122,-0.6505293273369261,-5.522000902060427,648.9773944525277,-19.11349849625833,-89.22029023126424,-1.8458332325736022,-10.66529730542129,-6.922838422087295,0.21120348960781143,-5.263424056288613,-2.8669943369040993,6.1348154615507156,-9.196906132835466,-14.48001625240343,0.006879318375083487,-1.3367351615119105,14514.508755911142,-49362.41083437577,63876.91959028598,32.46228172717019,-45.04984999919725,7.44647453823552,-0.10167243172691087,-0.39358333883203755,4.205282562147886,-0.006598099146355674,3.483419430718129
