date,excess_log_return,illiq,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,chmom,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cashpr,chatoia,chinv,ep,gma,lgr,pchquick,acc,agr,chcapx,grnoa,pctacc,chatq,chcshoq,ibq_adj,chtx,chinvest,egr,operprof,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,rsup,salerec,chsaleq,sue,chfeps,disp,turn,RF,beta,idiovol,size,mom,mom1m,max,r_sq,gammaps,cash,rd_mve,cashdebt,depr,lev,quick,sp,stdacc,stdcf,cfp,oa,ol,noa,cfpq,invest,currat,dy,pchgm_pchsale,saleinv,rd_sale,roavol,salecash,tang,O-score,sfe,chnanalyst
2012-03-30,5.91938539956762,1.8404031959412461,10.214015803234254,252.9951054052912,0.44176682643625914,-550.5738370384289,206.50925895293435,-30.58423420297227,52.52404478422618,243.41879991220014,0.0,-30.03193097863314,147.01035092009099,22.00028198925017,-8.366912722348776,320.8042449562313,2929.861361362336,1892.748958726483,26476.53799803121,3.55518863456264,-16.07472851778181,6.5833212523243425,198.73212264078475,386.18011254449846,233.38091275275804,-139.86777961264517,278.4489509128591,4440.1229558477335,1299.4033950354437,-121.41179541567917,278.4489509128592,5.149823407194088,-337.8952895866315,0.0,-742.275890635262,344.72905478602394,-175.2314621546297,151.1619298959824,327.66539981867356,83.46517274165632,-269.8708383098221,-78.88245974362076,689421.5089830527,155.5865769733728,316.3835912363398,60.869329202136825,4848.298369195721,-118.92924105928805,4.950991629163502,300.1975022231158,636.856397449892,759.6215349697234,0.0,-1.6867305456426038,-0.17382654619751747,40.399141938122284,-62.819759411116934,-93.59292548605282,32.210658040070655,109.70070624718659,-1.0363503058263612,35.013444843577645,4.762976948098455,310.2672845836674,-0.8357659173123011,385.39117344125407,85.25202008335054,-33.61580435324072,1.310466636649604,121.65638151219935,-19.839124808440346,68719.27268579789,38936.48370650655,29782.788979291567,-19.839124808440346,13.510686728995047,-50.792628967302335,3.5665958601067,-2.29192984266939,-222270.14661583677,41.81772092920255,8.114852015379608,-1943.4683896374445,36.86491889394949,-1641.2703144724446,-0.29354263621167576,-857.9767476908854
2012-04-30,-1.4389049684758417,1.3382760570670285,7.261532489571929,165.30484496900758,0.2223930994353932,-441.9012594642614,144.8131766015813,209.88336300119158,-30.052681670034474,53.19348279366528,0.0,12.064496079521144,130.0751267942989,148.16550743443176,22.17315259936817,-8.43265702998189,5462.032196226752,1880.7020124245155,29105.848047385174,15.377114930051116,-8.692733043597467,19.023755706184783,172.9843459705486,426.9749712783694,202.7485733213322,-122.01162123077131,289.7327671452443,3011.238567064357,1611.6507779355736,-125.16514644844008,289.7327671452442,5.462536259168413,-193.65726621012166,0.0,-862.0111665878817,107.65623619774922,-176.8126499720109,112.25721752287636,294.33634637061317,176.45195368251612,-222.513946530753,-72.57314105769139,722851.3755169675,144.28462338683818,62.91779000012857,88.85286424339525,5036.182942071145,83.35341124399905,5.969568759117711,178.01616125571877,593.8613773817564,-443.3687289701925,0.0,6.878705838020295,1.7275521705946026,23.447222353298912,211.21678969231175,26.452488257094956,25.02450799785879,57.85520481422651,0.47054375053607655,11.521872381633216,17.2581129135884,33.364460315078304,3.699214027188873,52.14475426343506,-517.9285683310682,61.054692696704706,-0.27776677193034693,9.56726318939161,41.44319208800235,-16695.051003991393,839.9100237705279,-17534.96102776192,41.44319208800235,8.550158067605253,-594.8000589525282,2.761192210561102,69.75382105796433,350614.39243178256,366.9336907984424,-0.551243801282169,-3004.5993190055297,-3.2905300757039413,188.3362960588347,-6.824452362412206,-2074.617948057041
2012-05-31,-9.99235416965485,1.1079029943306715,-2.028998819635193,160.33499953534502,0.01732020556823433,-347.48457053119387,78.98507923581606,147.5388095447168,212.65587534308455,-30.53685164000027,-221.93374337263285,-7.351089533272322,92.53922736020478,130.68610708085964,148.8614606610149,22.277302865933276,4503.078697239347,1885.3877130909116,28759.757581271784,35.061716955109944,-8.329579737113937,21.79858542998731,186.3616989402064,444.21755873978435,201.7924362240524,-44.64762947094081,295.1451967549936,1445.5714308196023,1622.9452773714013,-111.57840761056234,295.1451967549937,7.88818583810076,-202.22099566435037,0.0,-858.7157459635978,103.43130273311354,-162.11418004914708,110.27862999268191,274.2833747803727,141.69452048913328,138.13733871029024,-0.4701337292841856,725352.0171952534,155.02748533737255,54.404574634311466,92.76772090370919,5947.591492066863,188.04055844077627,6.365382837694052,323.6932275129995,545.8598823451746,1046.8053482298506,0.0,2.7441180366218987,-0.06661623119299165,14.126371490449856,-189.1711538447114,16.045705878027547,14.267934623488543,-26.475611749968607,-0.47160288909067694,3.104400493631715,-8.58896893086414,107.63319250136084,2.6794440636602985,-56.79862396207318,-248.04593403131184,12.367569646996685,-0.05456048734758134,-0.7125925315132235,-25.092671536514757,10650.66595641314,6312.859988466022,4337.805967946886,-25.092671536514757,-0.9508062522459824,-245.93959427510708,0.3974285521094707,-165.5602563947896,311745.5691476967,70.37622666130687,1.0901115468064049,213.5637280884539,-8.236538156230267,-287.0465675060168,69.62744057507894,1314.5631275646476
2012-06-29,17.52078198654304,4.85984219415311,-15.204254034333132,166.03690624728512,0.971432222262017,-479.6682473598012,-25.4736758226909,77.98222423919364,148.89113332468884,214.47013203313495,-296.14639633958427,11.137468533320275,-25.83275846861252,92.68139420926386,130.88687850060754,149.09015464747034,6247.255802702831,1707.0348512982703,39440.805576714294,44.8266740435909,8.88078811870896,18.072062174618726,184.0616666298674,174.81879648858595,-77.00124659438406,-114.36633928293192,119.45623047709395,415.4286874576575,224.26798370072902,-115.31565073521628,119.45623047709392,60.951372949280675,154.71279851706478,0.0,55.46117832166826,151.16730590575975,-315.8750903110113,-61.30978109969983,-118.79575209155624,-21.766943942595205,377.27430334270264,203.85519508854105,414.5686657232518,-0.8458959309761322,108.95444226538808,97.01410167263762,7510.586632654318,390.1897564314378,1.1317071335752142,20.03093775653775,212.8434003693798,-842.7584436492307,2.3796754466538954,3.908228961646955,-0.333267895699894,4.642001914643515,-257.6167308596325,-343.6618939397476,-1.7501886967478981,38.73142351430528,-0.8256437818372255,-24.37466515581525,-44.67015577761567,-288.13073768303013,-24.972255939293063,-1042.7244027479946,19.259782132889086,-104.61172128690134,-0.9873400565944683,-11.346907039365533,-55.294868763868294,144394.48261360615,24514.449237889494,119880.03337571688,-55.294868763868294,9.214854348027274,87.26311098338101,-14.00840688126797,-381.97490298045625,511112.9639034867,-464.5266917824363,46.80532400238888,12553.069971454519,101.54600219377824,52.773418856617354,15.011293408525383,1350.3606126590557
2012-07-31,-13.359488491720708,7.036092609821331,9.052543975876262,161.03350020200628,0.3454673572842391,-359.8316953376302,-129.83459062037707,-25.56920805764193,79.02422331667941,149.2372423944303,-96.57384527927476,67.50232728037696,-192.09803454373912,-25.66532579751346,92.08068819436046,130.0385471191253,6208.638448825639,1694.9346485629492,39194.35531715633,44.492980937533225,8.816853629531872,17.637207160007208,180.6794358824432,172.40685638444776,-78.35671699674643,-115.06793980045235,116.77839463394815,362.10573928362743,222.40825999582728,-113.57045168944134,116.77839463394814,59.79858801786113,169.76503663166307,0.0,57.451609042036836,155.2053953385076,-315.7359469157436,-62.9124857932473,-117.32355094585573,-21.47681994701623,373.084907814836,201.3083428425381,413.1854904768164,-2.466036679928962,114.45769467389891,96.40614146679235,7480.68913732877,388.11541234095387,1.2190489577255028,-9.076970105682229,212.83919346587845,214.79149308513297,-2.3796754466538954,10.01044511486748,5.572237000535225,-19.614125865309234,-88.94402174037646,69.20335973433417,-1.7280523784493198,-4.391370953991441,-0.8369702951039013,-4.402394231937137,0.08364997380620842,-3.902897828868362,-3.4951197696044005,-25.723946065001655,-39.03862215297522,-8.63290374030214,-0.025841028244784958,-3.6746619599581436,1.3183320510241856,-9153.465832889313,-5196.169225468999,-3957.296607420547,1.3183320510241856,-0.5339850832591395,-40.7335364038845,-0.005159351348707819,-0.6090446949049237,-48967.454940222204,15.780997859429931,-1.255528512229489,-339.26878834148374,-4.534619387748762,87.65014748102658,-2.570995892665323,2297.1957431165083
2012-08-31,15.057387179687737,799.9062840735658,1.878132916922484,209.27932522956036,0.014778949752920616,-488.7932740664342,219.1284947348663,-131.06626563888597,-25.019326317324364,81.64351997553447,-94.69638345957915,-28.63793902059736,116.09322240334733,-194.364917871668,-25.96819354571522,93.1673009615748,6821.421763094839,1740.6409039622827,41784.19556577898,17.723213961324365,7.8653655354431855,16.078044295286507,169.8057216657235,123.97963321013255,-6.164832682190042,-164.40575712654467,48.283559406667464,552.9757181262645,-301.62623483139294,-89.53766159948434,48.2835594066675,20.743459018224005,478.2385634096791,1801.0978610450502,57.37133517861051,-1090.9491833910677,-3970.3417274537787,-3.732182689276634,88.37180841664956,10.66117739593943,108.68733232530764,74.90284240730925,282.16672991429664,-14.808313436120315,-1518.1762960765654,88.04242787144655,7021.615252091388,251.45002733584005,0.9394232492064981,-100.29724219552035,2287.773640040599,726.2996394181519,0.0,39.73160746177186,2.4764558392869738,35.47985046632448,207.92718060681818,-241.22578204897545,13.23044602765782,11.851293944012411,0.6167619361044547,6.791407543625269,5.1933395849658766,-77.47866798746759,34.91593648515567,95.61973908214168,388.95434907193885,9.101785370222842,0.5012252540616497,20.789753069649123,21.127219606828305,24731.840260192286,-5341.269416597788,30073.109676790657,21.127219606828305,-0.4313139938939514,374.22464698600743,0.7306692056741433,176.985497802733,1022935.2251141556,14.871275301116498,0.8732648431929135,514.6905657639982,19.914289894544254,465.4687809175457,-16.764947303142556,-1410.8368219181814
2012-09-28,7.643642698971663,8.06341995770155,5.98641874129099,249.44408302917898,0.15072489679251466,-322.418229002676,-159.2679601928406,218.9527673123429,-128.7884069753323,-25.38596013198441,-31.968255760564944,18.09940486941163,23.763950086188952,115.24915712702261,-192.95177182649064,-25.779389668907804,1639.2404169558447,1702.9652132649487,18845.973555913275,43.67576309062943,-0.6263576111586322,22.405268039577376,121.76119502912324,87.20578321836223,43.0294559756622,-255.10118841178533,12.51288415643711,903.999404342568,-165.51403932456566,-175.52187066468946,12.512884156437165,63.79445424991684,79.28195004022547,1655.4769624292012,-288.1406147909138,-1117.8929196034476,-3939.5703723090196,27.944870480794034,211.16545817881013,308.6950676545729,425.0013151178776,504.0888095671016,652.2161040329887,-13.107867547481511,-1638.991448051604,82.3833719861959,7465.600883284839,543.6187003739309,-1.1328984534901048,92.8840026513837,876.2814941826921,-1286.5887420425067,2.3776569172518633,7.016434492885423,0.08685873242779252,-22.11768455493302,-82.14557270176635,225.7799630701495,-48.74339850647857,15.185023433688514,-0.32183080034978717,50.35378689398101,6.320283052545225,63.52116084657948,-8.676129813652835,-498.29821031410484,-31.97855574969344,-14.803415823537307,1.9966312766079017,8.107063551556962,254.53555608367313,13845.95891961269,2552.9233061412815,11293.03561347141,254.53555608367313,-3.286320677315345,-74.24903693958731,1.539517934185609,-166.3792109320862,1260634.5899106488,11.799674888290156,0.8117532101978071,-10888.60678447893,35.74094614211572,1104.7924551915276,5.083089501497248,-917.9363710944929
2012-10-31,-5.4023567645964405,1.5444578518030803,6.435485335577292,160.890576951598,0.17331623753035238,-317.08808852287933,195.2637216047515,-162.48409823972554,222.7749066015773,-129.92512814488677,182.473102239808,-1.8335210858005968,76.79811814930221,24.00213771025124,116.40430695740457,-194.88574003982532,1730.3678338387108,1714.862464837202,18693.583103603363,30.260320445124666,-0.65792739163795,25.974742653606363,127.3653754053144,63.048804889272304,53.087942180280436,-246.20600350747804,1.135919158848882,-627.6636180110288,-272.2289128839374,-144.6676452172161,1.1359191588489423,65.09668434502507,85.18073643952299,1747.786839548717,-288.45558971845225,-1101.4880974831426,-3917.489820688185,37.75171205619267,214.93822551857983,313.79488287971117,380.64688361423424,471.44509413156834,643.4758904584022,-10.46961033766706,-1626.8152757314815,98.85435900788445,7509.8730084578065,533.8422947924062,-0.10440130441378952,90.4190802698712,1083.9943877499609,422.21641609465246,0.011932892368481163,0.6684497694307652,0.013014283436394436,30.269269781267212,133.60777309021762,223.11600286761666,39.74817956948186,15.862831112265667,-0.09812074629090395,-1.4696194820883193,0.11611815621380472,3.3060921554909726,3.2595918768997194,17.05991158521647,29.21223094733341,-12.905314278902324,0.01882385176307544,5.447341230182815,-13.89220829938779,7725.629471727647,4923.8581827991875,2801.77128892811,-13.89220829938779,0.8802465622333813,33.250153720973685,0.04234181248768021,-10.668883108869693,73722.03274381161,0.7254072617351994,0.4279139469184372,185.7853131948068,9.362979270470987,-92.85988152207574,0.4473624480706704,-214.7496766480307
2012-11-30,0.8756887376183563,2.7176500621402133,-4.254425532436375,292.0377227250041,0.07553704980635186,-356.7496291884488,90.61865897819052,197.13083135488253,-163.7118529514468,224.68232564816628,292.7159248828621,10.956295973062115,82.55910669396145,77.18358399139768,24.12260946721,116.9885645575406,2789.1964697904373,1761.7717839010243,16707.925696114824,42.07047411894555,1.6293692123179209,28.566616988670873,125.98662997766097,132.9133071795001,-21.28220250461057,-277.4575401805697,67.34025781124686,4017.2386206138617,1005.377953441495,-157.99305970791679,67.34025781124694,60.95146086547775,169.10083069922823,-928.3852492621213,-225.7951742219978,836.0575193450082,1112.6224530672562,-32.52033995285362,-32.432262562729164,212.00267652870966,457.02801168437173,563.4102009958915,618.5717060720269,-7.51181774926789,632.238176503314,98.96358209791283,7445.303381491976,595.0824921925666,0.10444116419035057,75.17408591290737,1084.1561544677588,-4.562368913649834,0.006603403835116595,-4.026768664156009,0.06095200571843762,15.309746368075594,-153.1395879573024,-288.43252401583345,9.605580392277602,5.575482687641056,-0.25738071042940636,-9.492174205514289,6.9293366170754105,-1.1138209906029317,-35.068972382151856,38.29194974964685,-89.73347786106297,21.217786205931134,0.24260932585071693,55.86542336102411,23.58659840833684,136689.02011196315,18161.981351263938,118527.03876069922,23.58659840833684,5.246245262952954,-97.366705030724,0.8763909276724551,-176.48781959100518,828773.2850878797,0.6055183918015246,2.9109582330900423,95.32228035882508,-5.476456779407954,5.160097469975881,-8.151840130390482,304.87304775868836
2012-12-31,6.327836806281591,1.8830527499862035,1.8584633696296295,153.06030275969638,0.014438324566982397,-318.9407890322936,-64.5964160106415,90.88181013325621,196.49917364136775,-164.04959413652352,-18.096197642417483,12.979283581126479,-54.257159752288025,82.29925626808881,76.94065273918717,24.046684828557478,3024.1674034796856,1644.1441752119097,18649.86896812204,4.693895328441814,-14.966787199666635,10.86000161119347,197.10726068127252,114.0684189264261,193.02367170939948,-359.5135297177348,453.2568931787903,8990.92030334043,630.790558643786,-835.0822538157923,453.2568931787903,33.534464976675515,-667.1790444069242,-1086.679428392669,-184.99160463495303,462.3818871351695,1105.929926493958,194.83702469612155,-123.63169022653352,-274.1840253360388,-569.4875667630002,-82.60590683579252,-186.33991292693318,-162.42308881144427,605.8902111958414,41.11257352333969,7175.800945353639,-17.77995802585322,-0.15454042531568407,213.2324406734347,427.8333307029501,-257.5735311348212,-0.004027778863721743,-0.8037246779872476,0.005882386292991981,-9.648626285543742,387.67183155128237,183.68907949499996,-45.651471634790596,63.72064464631069,0.06248925596855592,13.667203681015508,5.293078792208945,-58.17211961030333,-3.3924023589718217,-433.2448400117428,-24.096766048794052,-55.79462873012278,59.70106139370566,1189.2325490536264,-119.91647429550812,5042.799187188037,10731.129893082427,-5688.330705894739,-119.91647429550812,-37.87089729452428,-46.61134977112397,1.1680478046124971,600.791695515885,-828476.6991754919,87.61691778202123,0.346805281340238,763.8215269032698,-102.74789492665559,-1370.5306291853904,14.429791458094172,-151.4736059564991
2013-01-31,13.392138138062668,0.886504795381643,2.8067712589874807,168.17613057878287,0.03292273009698714,-309.23019457501573,21.594872191387324,-64.58746992256899,91.5941780325258,198.0588576062133,-408.22265791065485,50.06143919960416,23.764145035492138,-54.30983608636578,82.37915766980831,77.01535166457055,3019.8996083424295,1649.078074240092,18461.627561424357,5.069889947887795,-14.648063297177629,11.610933479004391,199.97167585408744,115.57729932776111,182.37237774835808,-367.3367912573611,441.83057951752284,9002.248104357015,631.7075789466024,-855.809139850746,441.83057951752295,32.737233943644725,-648.7673023721441,-1126.2307390772874,-186.49038142256765,466.8760845065289,1103.7381060221205,184.06941432858707,-123.28586111866363,-274.7422281888884,-564.2369692442122,-82.5361031197861,-185.40100645266787,-154.64976416010094,601.5839992061202,41.216117276894664,7199.149998468069,-16.027247285149482,-0.11817827399037635,214.90287272087554,451.0171549270194,-224.22415276476863,0.0006995790531618695,0.440964586809514,-0.32988411607187373,2.9668558837015553,-148.1683493957122,-110.2468838331076,-5.006961688158583,10.201871647153439,0.3404039419137166,-3.9114145521089085,-0.6174017284192104,3.3125709494083537,0.9006954100690336,-12.22366263362892,8.91851084667178,3.3598409026511717,-2.039215295244162,-35.52963453967186,7.447447832531225,-1075.068767604651,-547.6324370834045,-527.4363305207808,7.447447832531225,0.6075251827060697,11.027713485987078,-0.003380856039020941,0.558056299646907,49017.46343559027,-31.03218669426633,1.3388339441021486,187.536722601164,3.6742629591642526,-47.98014237470488,0.6180128848492785,-44.646339169549265
2013-02-28,0.24097826520457263,1.8730966074297706,12.994807229287485,120.85913875930632,0.7043712329514673,-397.1904691484814,84.7543382786761,23.795892185758852,-65.43909750017849,92.26347708068366,-375.3059631109526,20.899162552315424,36.00879278422003,23.84967885806678,-54.50531241749113,82.67566336127982,2924.264293559959,1650.6002991227517,17609.797222272053,7.193135611617513,-19.826374726708433,10.931187750046469,205.91189819633937,104.60198452324019,210.62304464884116,-395.2744895344872,417.52242659077814,7257.665449434696,-65.5287806212883,-865.9517635582627,417.52242659077825,30.831349000961687,-647.8312578944181,-277.2859119521511,-225.28396199830743,463.15064510215734,1110.6263287525637,205.50345331503289,53.224590441186564,-31.67203738594,-663.4411192419499,-87.67080457877866,85.48261108037939,-142.5916750684547,597.9420847153436,40.06154431901217,7160.724329065054,-20.881987157428448,-0.28209754349287836,197.53919502606894,370.5838888925281,630.8609128506919,-2.3928650136449012,1.962756977793532,0.11464966467688598,11.00968989732246,-22.069799796583993,88.4255117675385,7.170860248204292,28.41949015561272,0.710234808628007,12.385176508465747,1.3148633994054393,4.156079659962018,7.911470486891062,6.3469356225514275,86.55385017669141,2.3188699581436367,-3.237007733393156,-84.97723555798711,7.474206579970428,12172.89090631879,9410.022047008853,2762.8688593098195,7.474206579970428,-7.075596104778686,72.58722249499351,0.02414286396781229,136.55060864050608,63812.03570564464,-49.42146358220782,1.9883514473193316,63.05419720880309,28.01870637049933,-94.80594333868976,-7.896016205857492,-0.05331405649792487
2013-03-29,11.693114941935788,6.709158430739047,3.08719378505439,158.36591659853644,0.03957011779531732,-519.7650895473985,177.22780103907422,85.5123701391903,24.703982570013054,-65.80875873776691,-199.7190501148774,1.6827987068361407,167.94337632412004,36.34292948731203,24.070987389879864,-55.011084035587736,4487.9585017552945,1768.556377679257,17343.11822155045,16.114057820115598,-2.7579583119255124,15.19456251279191,204.98776336714909,227.5400666792775,503.8699181513535,-410.5196214952257,465.45625550255306,4975.149668251453,-278.537907551739,-727.9052086013047,465.45625550255306,40.1409102046797,-431.23083098137056,19001.87035233196,-173.50215239600175,225.12363848026982,452.56934289399504,498.51464231854743,146.83549125914527,209.30321933286274,-1144.5003439849686,106.54481610104614,460.0154510285686,-140.16906077536078,334.55631195861804,44.32381400226431,4974.720864849029,134.92232565738072,-0.675462183214359,129.72446860160636,440.43603648142715,-27.900185148290348,0.0,4.639689209478718,-0.4066133382518835,28.486255302896552,288.1018747537395,75.4120654689849,-10.167576895628315,95.18751810012611,-0.4446971812338263,-12.147479206017806,5.526687347800639,16.08328504618656,20.390168252879334,79.44884867808832,348.4509268725815,19.143294981629765,0.8096306298491527,0.10087001342412805,-19.042733259128113,107930.1922798683,70814.60820137092,37115.58407849702,-19.042733259128113,-0.4029517857277405,351.1447947489096,2.525605716512489,-151.47398459807334,1485485.0126257315,14.563901758545967,5.826314665448862,503.79483597550825,15.111785913418089,-381.76134624023416,-3.755343417545518,-656.5074923039174
2013-04-30,-11.535595953838278,4.872647914836712,9.516799187001192,184.703707793788,0.37600048571488126,-545.7009969165084,10.554160386072624,178.70334127840306,85.89243817390944,27.046482088170375,-212.27479760332216,0.0,39.726338730906164,167.9990627618015,36.35498002673998,24.078968815337397,4828.604881537825,1692.657021821781,19250.393872776127,38.39332340647605,-7.907781642500579,24.102087344730343,196.3801753567775,230.43503696798686,386.89954640475366,-348.1953358936299,138.50048006409853,4155.068795993084,-200.7384602220876,-43.41035682172552,138.5004800640985,32.748246591898535,614.0259544603922,19796.11298815175,-215.50997263706597,1345.7420035750142,462.40134668120714,370.9584865195297,217.74174908818787,357.71745354042275,-1416.1703411920873,174.72187320762924,731.3099933067749,20.76772249204503,1590.6137544052415,48.56446216941834,5081.801098025956,328.91963014703975,-0.2968809141775139,44.52835797776173,549.641427584542,436.6309839441883,0.0,3.109214207938095,0.05521423513066992,1.0273482066036195,-205.14606719318238,130.66957601571437,-13.582742483939171,176.5792434810212,-0.6703254837834871,2.0052787828159353,21.954358726125605,36.8906658362347,5.006194060082066,-33.13720839460257,209.70711650903377,-28.224811372874797,1.3107945922073156,24.56614302931098,5.094164208760503,-3769.0940661448985,3600.2474607240874,-7369.341526868404,5.094164208760503,-7.934238219168861,191.8146638592316,10.505493952617648,-14.973623341244043,363987.92793609574,57.553644546958935,49.984844495267396,-241.080465213543,31.209340984806886,189.91069104865437,-2.879612166061939,-339.2333195222105
2013-05-31,22.063324618568707,6.607746125452111,3.720173409116639,174.58052708338857,0.05722036680578571,-539.5813056158934,159.87179316947353,8.281189132936674,180.86839082282762,89.11480192348942,-386.2868584592215,3.269071322126186,123.45972036679238,40.0526485893599,169.37899738808295,36.653597738957814,2494.887047444713,1694.8579021829687,9534.57942309907,6.214704001829419,-0.4639059428353822,19.461654343589302,194.0925853878852,202.7029067536428,414.24045290666413,-248.82029148199211,123.3487233764507,1227.1910088934117,-177.7622467792926,-31.382014412466294,123.34872337645062,31.124706795761615,509.99011831541867,20204.96945006832,-208.6534281529213,1165.1234675930684,279.4796390592941,421.48441628656565,62.59449009859403,60.41128048832901,-1341.031763748827,20.814698228136173,358.50430189716593,13.70425949126566,1421.1206329270533,36.77966168816907,5123.479308951748,221.74806747717543,-0.33772065956140473,66.98062442956555,453.0476880143481,-473.93058476286205,0.0,7.843228439454009,0.44129624985570004,25.458144254994295,-100.9113822073059,-227.31931777451555,7.616427779395053,50.140265162516926,-1.0085451049102705,11.943093644937221,-11.178186181430661,-5.083178033583067,-10.419165560642284,24.4474759877603,117.79749121620353,-13.845993811182552,-2.411695037910775,-45.12679635053905,-39.39139824478531,16933.96979471855,31575.813158587902,-14641.843363869702,-39.39139824478531,2.5329483019418007,162.03456573706535,0.4016223298369255,-48.56366525258679,-817386.9742869921,-27.176031714358487,-0.6419872587193822,-406.22052182048174,16.722087994632147,-200.46991151735256,-3.227042854666422,-1572.128810877381
2013-06-28,-10.045180002924901,1.7548862789587731,6.65350414917158,171.29759901383355,0.1837376284339504,-386.6552717445604,-147.24145222995332,157.91322527056838,7.656257149004509,178.96488104212517,-220.95334802492363,-18.198999589014733,47.70165086491343,122.53028867282565,39.751123517736005,168.10387536450241,1855.8159930965676,1522.8944814290214,10985.20724141316,-70.84710595192098,-16.56118210969394,8.036330897153528,172.13883152312332,-0.8057077535502266,11.715114704413004,-21.547047946021365,2.597984015677616,-1875.5614136498061,120.76973821626794,204.28468502888768,2.5979840156775342,10.98601560178961,-497.8538707267064,-2354.067267861827,-36.81190867746254,367.3538972215012,257.61676237315424,20.517842415119087,-62.433595948051284,-273.3939962048804,-149.29712922284943,-365.77406444191945,-246.51519838314127,-15.151844478755779,360.4417217724691,-55.57242962922592,7569.2689155491835,-208.35598318744243,-0.3012118576940128,157.90379861266743,475.1954912304046,-269.8285239536133,0.0,-4.520560808577869,-0.2751794250579813,-23.524477030126036,87.33596418247919,102.22510196231369,-3.5083344050498795,-39.632964347460984,-0.4127813575625847,-12.405149227296079,-34.41921144396092,-55.066722284408925,6.829572654065203,-396.9462664138782,-462.0609974134695,-162.46163937541172,4.05871418795617,-48.609164930913266,-201.4631674873079,-17307.25505466736,-14715.313373105135,-2591.941681561875,-201.4631674873079,-8.613981985503743,-431.4456755985266,-17.653656235437783,-22.3184910630091,-192599.06867824122,72.56632643489911,-1.1436214795027126,-4924.197627409751,-2.101785652321041,-344.686580542314,20.27372171719211,1863.8795046420337
2013-07-31,17.989437228644558,2.919343000385128,-2.93113939910108,119.14541680048154,0.0353864185046078,-391.2593573897873,293.4371344617865,-149.09246067731098,161.8437493843112,8.086012468706883,50.29773764558229,15.661268033507618,86.95223862103902,48.430677717505446,124.40292555391198,40.35864204046385,1870.8834934856293,1542.5664316903665,11053.305266986074,-70.44294064132364,-16.766773440290997,7.7334267282349165,170.14175993697387,-2.2116110317463864,7.89523408873195,-23.65437558330157,0.6111381282684842,-1896.1563471917584,119.16763436296776,201.56760236903736,0.6111381282684221,11.295749864699273,-522.981870087009,-2346.6876721026165,-37.64281234703821,383.8314046407797,258.0440708876928,17.42528835705642,-66.87061443419194,-277.90435482546263,-149.28289663348733,-367.57177465802255,-250.47030142565862,-18.124336298230997,377.7813673104263,-53.36955119913694,7750.396992312242,-210.21774625971744,-0.2750917832584596,173.58251626522554,633.4473881646927,979.23038220166,0.0,15.177217729256768,0.35648291675300214,47.39756948342165,369.96280140883755,-125.68949404982249,52.7868171444652,-9.81315767765102,0.4630497548749837,21.269925369773546,0.7453550032363552,-0.555975475392799,5.847350990166603,23.338386080344662,91.4826023484602,7.003436615779151,3.914064490659797,79.09014462838536,2.369068581318192,9743.156259844545,5789.628346686717,3953.5279131577117,2.369068581318192,-0.039776617223315824,95.13273746929917,0.061885670811885785,0.7071483346118796,177967.9587239623,64.70677418709352,5.216523396532068,26.97094721450958,19.344534647114415,-67.37197758279035,0.34299357850324697,568.2807694124921
2013-08-30,1.6280131255552786,1.2830171581780914,13.325112364367067,281.9547235811686,0.7323689370563813,-353.5626649142865,-130.2651934808668,291.0542276135727,-150.40869927720746,161.58953168732577,-39.52099970454432,6.275408290162559,-37.85621718176226,86.59339211927539,48.23080731103195,123.88952238739041,1716.6610834678763,1544.7109228459472,14119.716362993646,-26.009385392176497,-21.15622091884874,10.821279684599698,177.58762099334854,-29.779990038715663,-33.04803131983768,-65.63965542692638,-7.765420243285016,-1498.7611144563502,102.30524084864004,196.47573639540778,-7.765420243285073,-1.7425508842725919,-337.5300738857584,-2486.6926278818714,-6.351262458733305,304.3236859713365,217.4641033241095,-45.59931036039252,-91.34743883805895,-1.3744740788580003,-191.6278288636715,-45.1119666664221,27.176074885768713,-12.55145883092694,359.3735152013057,-55.468301064903116,6748.12320077052,35.77462180245319,-0.4236017098416754,128.08716383750115,615.6831594292826,-452.5101548962616,0.0,3.6050763562864176,-0.11241331371855878,-12.994543952429467,93.42840555902558,75.7931560666729,-23.508616699104948,-34.87311886627606,0.0005151085078454187,-9.253915272375252,7.264470116825361,30.278243358130965,-9.044052808070944,30.985113367483336,199.51686429967958,20.58309904027186,-0.2244285699655535,-27.83215179559693,16.76710682007868,6924.964233277598,-8661.813463302795,15586.777696580393,16.76710682007868,2.8513542836270744,209.03972829991926,0.7554384769750908,51.62845630628678,780053.8024602197,-19.410229097596357,-3.9778540604536374,274.2552007201666,-11.802701125676322,278.79938024810417,-5.448671149639054,1280.2774148798123
