date,excess_log_return,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,size,rev1,rev2,rev3,rev4,mom1m,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,aeavol,bm,cash,rd_mve,cashdebt,chatoia,chinv,ep,gma,lgr,quick,pchquick,acc,cfp,agr,oa,ol,noa,grnoa,chatq,cfpq,chcshoq,ibq_adj,chtx,invest,chinvest,currat,egr,operprof,pchcurrat,pchdepr,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,saleinv,pchsaleinv,rd_sale,roaq,roeq,salecash,salerec,chsaleq,tang,O-score,sue,sfe,disp,illiq,RF,beta,idiovol,coskew,mom,chmom,r_sq,gammaps,cashpr,depr,lev,sp,stdacc,stdcf,chcapx,pctacc,dy,roavol,rsup,chfeps,chnanalyst
2011-06-30,-3.6004453550532185,576.515272444507,-0.5569833789464057,16.687968398407428,0.007118990801912538,635.8461946929058,1.3503222897056038,-57.04593596343901,26.408687143998172,-31.119477709509447,-84.02957919064298,92.96728366515856,20.857180045807418,18.177225655236136,2.917891502242404,21.810431650753316,12.527840591728438,401.1420709595452,661.8970093106013,36.171673996698,27.890324663265876,142.28777529553562,-12.955312154032299,8.068973640591045,-5.6936925747512275,16.621803212489382,-29.556786434997875,1065.8717801966368,-44.256903917762486,-6.1973287160763615,20.842448856350504,12.51091453197719,2844096.230576974,769435.3278559974,2074660.9027209764,11.432439975232565,12.51091453197715,20.842448856350504,12.4923203296341,-0.011773313070982283,-86.88824940351736,18.442789848351726,1.2362639402816415,1644.8054886682144,8.598727759627407,11.316238716420859,-24.574370454727365,29.32274678473416,19.392737350545698,-128.6208808503839,-116.42496953864465,-46.39040543916486,862.6649230734719,-117.88033283253787,29.616708443724562,4.800344453712297,1.965391057929212,2525.8878669207447,1217.4774135439914,-96.14315111614968,232.12806259989964,-3029.016728602165,-4.914873077111221,-1300.7847160779693,432.42452871561534,0.0013905817471469347,0.0,-0.22148503142194187,-0.11017239945594248,6.410202258871848,34.60853249022503,-3.8223222711039853,-5.472453510601383,-0.012567845108638814,634.8540293876476,0.4198603372291245,239.456779808869,-47.438404763753596,0.15025943118490587,23.633212932258605,-1050.0603194667137,1.5188298541402256,-4.1141634805835166,0.1203150206032606,-40.357736651890946,3896.5065248077963,395.27508009849237
2011-07-29,-1.195560093531823,630.6712890994734,-0.7646617167696254,16.595719123455243,0.013500053089095777,628.1054936926951,-54.04906975655338,1.3147916935613573,-56.372350332215035,26.110681786079077,-157.65958644451956,91.92823606780667,-10.316378730746136,-8.028026331212093,17.955938699389055,2.8823695067371498,21.544914562653805,395.58484672148546,653.0637186895344,35.81209725706208,0.0,141.03151686152174,-12.764745720240487,7.959373899731603,-5.6027553987149155,16.456041576402562,-29.366184958254316,1055.1792528851347,-43.586607246778996,-6.111484069763227,20.566904168748554,12.359312346802316,2805127.7758225254,758781.3187447394,2046346.4570777859,11.349799641306214,12.359312346802279,20.566904168748554,12.320689706119586,0.09581431624301118,-84.11256137309897,18.225007642335513,1.20513230511372,1627.3473595660294,8.52388098806863,11.221568796495621,-24.16886568179128,28.982244289622713,19.112805563527928,-126.76297835591623,-115.15210910104429,-45.475803416135165,852.9929892039283,-116.17244177948899,0.0,4.771930275407087,1.9801180812047665,2491.596575763788,1203.180181583181,-94.70740117215463,229.3091889674514,-2993.9781008047285,-4.847433175828623,-1282.909882910778,465.9917100929597,0.0003054512973518723,0.0,-1.284382428768744,-0.22971310063623207,12.995942676229316,-135.6218123992318,11.592677734128301,9.238763117372514,-0.5123557367289658,13.124330674245357,-0.1629448923893797,-14.722591637375217,-2.0583899506893033,-0.0017410947990500747,-0.6521651437718674,4.454868601415569,0.0031475673356712863,-0.018723710433757645,-0.04485062774330517,-0.1545828307050705,-0.7383019043122658,1501.0561929499352
2011-08-31,-4.917289855274462,443.19384493010807,-1.0236833976374902,16.538448031839806,0.024343732381812852,621.0081654808342,-47.16259282703714,-53.373510839696706,1.0893022558622367,-55.2829543025706,-118.77012248558506,91.16340578887821,3.193389452078507,-10.963858944280876,-7.937313006240046,17.753044135368622,2.8497999421932967,392.0548485696572,637.6010006984511,35.62065623417408,0.0,141.20815883551083,-12.331692263799152,7.7081354560297894,-5.4031197493954775,16.410930709241725,-29.85074772924137,1052.2751645807004,-42.52009665682518,-5.993724587085149,20.00297617060769,12.05163490140404,2769858.4375725766,744434.4616728735,2025423.975899703,11.423761087644241,12.051634901404,20.00297617060769,11.935437691232298,0.5744168824909934,-69.55352602395823,17.899108194972445,1.024492754077146,1617.2616145617694,8.433215918627917,11.279967589234579,-23.542018584156523,28.341215398578075,18.950805057084686,-123.26589532184978,-113.87128437539747,-43.07923328362006,850.0131911689832,-113.00919093503393,0.0,4.818645303300285,2.0894866878503873,2465.2188816044045,1192.0804114197736,-91.91431721626815,226.19796766921525,-2958.3321979927837,-4.685020743926586,-1238.3205586518807,301.5827082842076,0.0021082972476572336,0.0,-5.094603909938606,-0.0015239035884633267,225.3404752843974,48.05122465339156,-20.60250179860327,-12.725249994932824,-0.21043760612688123,114.43167158024744,-0.10096601360598711,-30.561864707078826,-4.236078157504835,-0.0006244685177924925,-0.3701102617322931,4.2314884725224715,0.006194752476018306,-0.008399685643326826,-0.04459035312962678,-0.38636687847640516,23.598136707691083,204.94310653310868
2011-09-30,-12.293702218832296,541.3674278344387,-2.654194625989433,16.5253445832887,0.1639301212995395,618.6343660004842,-18.87929477864225,-47.098758393598644,-53.09323795425394,1.131469697856558,-180.99547248739228,80.36595175696897,-20.080762946644743,-14.71145227407811,-10.921949668185587,-7.906972681366863,17.685183245149023,596.8413508993322,795.306672416709,47.26109168753288,0.0,148.44006267011426,12.552209131192186,1.3597114165021358,-6.246766624653564,23.152808063882993,19.92505456160101,1272.9216358760043,218.23789830840462,-24.840932955800895,123.75906497765868,14.03364412439521,2736709.7436181232,742913.8546165472,1993795.889001576,-9.707342510918899,14.033644124395252,123.75906497765868,0.760177568244653,21.910871070908332,1677.342393170086,10.639750850328987,-15.024778992751067,1875.854819320701,5.214963636866267,22.206476052079488,168.30937470950812,-2.2397214865178574,-76.4417381735268,154.49674231131243,100.18259003198689,76.52159283983295,1048.4158857256475,153.27849860628618,0.0,6.81838615373155,5.39291833784085,1972.1473591245517,1473.2941207562008,165.51233768922114,233.98139260501637,-2528.280640667256,-9.39401615397438,-2518.9559357238977,237.90920287486307,-0.00025857146425848146,0.4297409808999478,3.5543592131229715,-0.20314334164206382,-43.97031021472742,-8.673731430131511,-122.90471407209026,92.20388585077586,-0.10814008951829912,-602.5182780454443,-0.11181333774927538,337.1072422934884,82.82377855996697,-0.003483875137475584,-5.173416753963721,124.43915279314942,-0.8135155686968866,1.7339821484835478,3.955983312820236,-9.503214747666775,446.7626072746001,-515.120797946984
2011-10-31,6.924067337109781,531.198610354433,-3.3608285393072697,16.450824082748845,0.2652869607165055,608.7738273508014,-56.78168379060908,-19.175667557149428,-44.567848574296015,-52.17561933272361,-293.6822407525284,79.68789887628967,6.011078765542063,-37.59949115427061,-14.476963452063014,-10.747862496906535,-7.780941839868894,593.0268317740845,759.366996852558,46.45034977920062,0.0,149.04516842115066,12.37961800824796,1.3031413598040058,-5.64894427585321,23.0914561329144,19.619377542705532,1272.150096894345,219.81330091415725,-24.042205851624768,115.86540980587979,13.882900635657418,2699839.666231306,720087.404633574,1979752.2615977316,-8.442936008144303,13.88290063565746,115.86540980587979,0.733477904251779,22.099460864292592,1688.440839009439,10.509927028191532,-14.969592731047193,1864.684060168148,5.386993556626004,22.285627714905075,169.81818856601697,-2.194651750848264,-76.28528486690908,152.8084375696615,92.77009600853485,76.65128224819452,1048.8392674518157,151.61246939309217,0.0,6.908368234698206,5.6050173649074235,1962.2306014879566,1437.7809635768392,163.71662232336297,228.80425570448205,-2493.2451329262067,-8.751024053905496,-2346.093373621078,230.7172023647858,0.000670246739635335,-0.4297409808999478,0.0721415200524902,0.1203370535685826,45.347470230608394,-17.22641859337591,-274.1995729676107,-15.711070895579041,-0.01786885484289691,110.8251106184789,-0.09626811816925596,-77.09606253808874,-12.46687584625343,-0.000615680831589388,-0.35042073940319085,4.497065461309262,0.038239641873343055,0.008840612888993071,-0.04130694402001733,0.1615651860907592,-31.309737825867245,-435.2492522963378
2011-11-30,-6.958425549030597,549.8250031822964,4.484714945403705,20.291146640156697,0.48214366589430513,584.6802613555164,-166.16616849835782,-53.913073344301836,-18.693081635251694,-42.6172224433118,-146.9638674674652,67.4354379681483,-18.9599516430103,-46.15172946546956,-36.11140842006901,-13.904005715260354,-10.322492149589937,571.1330439874679,726.4311540350892,44.43206836627785,0.0,142.72340888953468,11.9061520015236,1.2432849291906154,-5.369644655607947,22.1572414592262,18.824542855900237,1221.0508992915106,212.9412177237955,-22.958518355353252,110.35280843505217,13.304253045851837,2604091.345688695,692030.855645671,1912060.490043024,-7.9566648989620345,13.30425304585188,110.35280843505217,0.7026273248231811,21.387882192656015,1619.0102393975692,10.052475528716222,-14.32681549182088,1789.5509429940096,5.1494294953932584,21.41611120540598,164.5841513416707,-2.009948694840271,-73.49018263985788,147.3384471187704,88.3888815116605,74.69458183032184,1009.6303636769409,146.19515762383716,0.0,6.614714254627511,5.372988965213347,1895.3041773603652,1378.5041404724773,157.77060850547346,219.4219864834088,-2389.977058956053,-8.331173547379935,-1918.7466176137384,236.80624590526213,0.005464353200319492,0.0,7.5304961575715055,-0.17643452905163848,-102.10943352669487,62.323657820690926,-150.78177382147453,3.124302004236654,1.084875329517006,-7.686810148041786,-0.5032332310166723,-57.84646487237751,-9.756898198211672,-0.007462402184961664,-1.839112828304124,8.740192516803717,0.04471936658550901,-0.09458936670254703,-0.28369391999311233,-0.063370239127575,500.1399702275994,-631.3247247013715
2011-12-30,-0.046504179001059354,377.039348203568,-0.1183823227919745,16.27906941750738,0.0003319354305889942,598.3340304921727,94.40292315721081,-170.11361790387443,-56.637866754799134,-18.931261387118244,-224.6105262401665,72.85044374883972,15.659875067100982,64.32581923327629,-47.22948956962976,-36.954701526328535,-14.228699563605407,63.12586794944377,1383.0706136509846,41.42450939319799,0.0,112.9302344087667,-2.6880798191129585,0.33781122692395293,-1.0588513823916705,20.059528978677285,26.952099474566257,1269.3394042487716,51.40205051521771,-31.250737982988767,106.5437448601574,5.240840887701748,2676794.0914123785,717361.1688728058,1959432.9225395727,18.995140276894745,5.240840887701748,106.5437448601574,0.021751188412101507,5.236431464980354,-1956.7987059170553,9.567149824418225,8.757404611029548,1849.4554010127868,6.231728197732207,20.100436274490782,45.737524836889506,-63.072613298129575,21.812520440592564,-18.46773118041086,-139.76370336154005,47.86071673649576,1039.6906955291347,-16.682291212501212,0.0,6.510130579472613,7.124330665399908,1818.6131097201694,1131.4554636067155,-17.425897621805476,222.035482509773,-2745.3171123852944,6.372458603371635,-1912.4867694321863,273.8312918130906,-0.00022236625105582705,0.0,12.278529931091256,-0.1156904200573301,-227.0256977954238,136.5916601809192,120.3274141250152,-18.777552966248663,-0.4685432914356198,-5821.98766412622,-0.6219565239626821,1206.5786434272563,149.0650505609421,0.0014692128753242273,-1.9902189009210218,1492.0820144117433,-0.7515835195350962,3.34343500436261,-1.7962022673779048,-146.40778233521664,331.6019077753043,583.797768080253
2012-01-31,8.65462068885379,281.60075082913227,0.3072552494234943,16.083449407280153,0.0022653174704220045,584.3623006601721,-87.35777238717505,91.3518375943489,-165.7239239933822,-52.3919964168344,-152.50122501927473,65.43219124203458,-1.0073460431528256,-1.6385094270404967,62.82374360035572,-46.126631241770056,-36.091770321624416,63.49684757042222,1316.6999832513588,40.33996418654162,0.0,110.26420520143685,-2.4561793712462032,0.31362872054295554,-0.7842623848850789,19.672586063897597,26.450591066867087,1248.165482120016,53.67221200301763,-30.38307829667554,100.9293047229962,5.22753532348554,2643449.034906649,699145.8812577142,1944303.153648935,17.61996479972954,5.22753532348554,100.9293047229962,0.02168662907046106,5.148813408133803,-1918.4132499143727,9.198655005995617,7.958652923704465,1813.268961024146,6.079542523661144,19.86395395313757,46.63850422648024,-59.42375207932592,21.237774690040453,-16.138276822619066,-131.43946811309362,47.92180199567096,1028.8698595632875,-14.370624225150184,0.0,6.375133028017486,7.016106411847991,1788.81083406762,1105.457135668875,-15.378206388291007,215.70877757762582,-2687.0082367288705,5.969654483141551,-1878.2607854654195,256.5376725112011,-0.0038234524818855867,0.0,6.117830431511166,-0.10238998030832303,133.56188751704872,-9.484782946446146,-60.80820276349787,-20.201211485713486,-0.30033495818492156,216.76351234194317,-0.16704650673101717,-132.87489254530874,-18.547825684750933,-0.004569803983361931,-0.7466344342194375,-26.135051403811758,0.0630083815286886,0.029963334114619045,-0.10568348846462605,9.311580419787958,-183.97476809346722,411.9144238715606
2012-02-29,-3.1325744251923933,501.6717135124199,2.051042827430215,16.075069451971956,0.10104717085879436,584.5441704983814,11.468214576764169,-84.99633212753768,90.67962628392696,-165.3935165603832,126.55731607561333,61.28560586485531,-9.356601993311624,4.30970056377513,-1.6390193768508516,62.843296100699064,-46.1409871352827,64.98283788328808,1288.935030284068,40.196993106747534,0.0,110.07122969621909,-2.3102994529326906,0.2985643242862589,-0.5790401628437292,19.73132751479852,26.502849027646036,1254.870224576461,56.8008373834908,-30.234173649607765,98.33592867408989,5.302939596229649,2671772.1237409534,698825.7832978081,1972946.3404431453,16.834659282797606,5.302939596229649,98.33592867408989,0.02208170654881428,5.215098949194772,-1928.055975170627,9.055313677651224,7.40459854764317,1818.8814127956532,6.061527184768689,20.055244500349033,48.46931124327101,-57.589363699581526,21.153561234875642,-14.471989562732709,-127.25548052432033,48.98201702742014,1040.533738885392,-12.683464411915008,0.0,6.380159576716922,7.0560786669387685,1801.7101254733313,1105.9788573768813,-13.958806072867217,214.7882781309128,-2692.0801605375455,5.759503635422549,-1315.4399138220883,176.73624189472486,-0.0008299593089470588,0.0,-3.2139024779462773,0.08841345538158141,-77.51085461644774,-125.76834163393822,64.49509043743768,-4.952803271091852,-0.014504487823252421,56.68309738189055,0.10161614628406745,-62.30165330519776,-8.381185092111423,-0.0007622178011449376,0.25886827527337886,3.37555836636011,0.02058715332715577,0.16120149486591995,0.008291779307464608,4.897562059514314,403.1627235547187,264.180567070474
2012-03-30,-4.106355986690408,322.66132251151976,1.8299764933372344,16.254015835407344,0.07914839016193399,601.954523617792,116.30074222428063,9.426681809710157,-90.13527577353541,94.60023173411328,-2.851803546433821,92.45932904305744,-4.839284925824939,29.656036813937195,4.438062820112876,-1.6878367418349216,64.71505196025714,76.56273167591628,1306.165150863579,46.96848579973141,0.05272963822238765,120.02175827122213,-9.402121008628072,0.8907809277825214,-3.5190535003660157,17.81318589447295,-27.266954581328932,1302.5977642997302,-46.57585201073373,-43.156815201470536,111.90799019679177,-3.2331540124431903,2709749.093863501,713500.8118180064,1996248.2820454945,15.410742498600026,-3.2331540124431903,111.90799019679177,0.03348516001261983,-14.361999615695716,-786.2604957066678,11.891376373507017,29.214639986803725,1897.648562101856,0.5908845348922309,16.11003565439561,-12.73644589604487,-50.59004758087834,-0.5823915447200392,-105.94989783147514,-81.81558069891362,-66.00003771460854,878.4163301308917,-103.37313596059931,0.43630940916727845,4.651319784257658,3.6960102202408454,1565.53824629735,1261.0260947368365,-90.40074438171939,222.56764680293003,-3197.872051247189,6.312002974636622,-1069.4192754507076,204.51148672026585,-0.0008947397874970505,0.0,5.19524352894652,0.20345766961956713,-18.814977023286403,-113.47066858770921,137.87810681881652,-3.3176715921928803,0.5594892429696382,1613.40479798044,0.2071947044713145,80.93487373087873,2.1119062898882817,-0.029718474251098748,-8.250621082037547,-560.4915686082144,-0.5552986967609259,-1.8181438555077758,-0.8513371144129831,-13.264791210656568,747.451910771993,-2284.9486017967292
2012-04-30,-2.4348378595315023,355.0219245982472,1.2871876259655135,29.149587519728215,0.03942165735737573,595.4571838605619,-35.281775427956404,111.98698880702895,11.319228828479337,-86.97974890552419,35.9949578026046,89.67116865893506,0.1896046904587853,25.754143664969654,29.33593730563046,4.3901595302880905,-1.6696186732995635,60.94483427757793,1059.689924271712,44.350285158174046,280.38568296891873,95.68983222291655,-2.839512715599673,1.970689596560712,-507.1253723709207,17.305578973687922,-18.87716380406667,1290.6884117653865,-68.28123973054646,-61.543564328433455,87.17955128309407,-17.626792833006785,2621636.558058794,707643.7677185585,1913992.7903402355,-41.55691546870668,-17.626792833006785,87.17955128309407,0.2573902209909549,-172.66754774106298,7996.466667249463,6.1131189693984105,-27.973714636640146,1879.420861120896,-61.120164405573014,-3.0897340781509346,-23.037357345735252,2.847650907720464,9.080877231548007,-47.74646545218806,120.79927562048135,-584.8392174891346,887.2522691116621,-45.771791412823816,85.57660135311363,-12.732398152486562,-49.525784091448024,2855.50122201406,1421.6038129187314,-29.95068607765307,221.4782430957985,-3194.527683122368,-279.7438804732615,22.93927377598063,67.6513413629834,-0.000278461423083921,0.0,-2.928314017807196,0.07933654912048471,7.155945940105511,124.40245973080496,-79.58469122655347,4.299642395858939,-0.30180939617882696,-6845.242892698221,0.0018713550236029164,772.4140010215369,185.78339331126284,0.0019232704144340196,38.53163843905657,-139.6362649798092,0.5677417041176,0.009510594415236717,4.346774054003955,-62.69211488790478,-2059.619811908366,1631.2308799654222
2012-05-31,-8.488281410204603,313.85436318725,-0.3560908999022266,9.6141488150412,0.003039709795589247,587.4828902685053,-50.62929279764766,-33.39693918404322,108.91786700655479,12.275045625438569,-2.2272611059043896,87.87992291243022,-3.110816981914229,17.99236469983621,25.409247157944616,28.943073833303885,4.331367022683244,-65.16353895336724,1011.9777223153633,45.10384156050152,269.57644550198813,94.15365271322305,-0.9731817790391264,2.030839611176476,-488.76871409669235,15.572579355821906,-13.49174819366731,1254.0083349363076,-16.20322655091161,-57.28766362527628,78.05447104373536,-12.950855159534433,2579078.41134421,701959.885830486,1877118.525513724,-39.72535636163651,-12.950855159534433,78.05447104373536,0.49472360211933947,-161.7109073526808,7674.1157052898025,5.008936090376968,-50.25836832654616,1810.8814656315308,-56.402668032530705,-5.372274170467232,7.894473761372474,5.591006318257807,25.020833094105143,-35.679707139913745,66.08407528762908,-509.37681486316274,807.5258510884644,-33.679113173128435,82.29148630858167,-13.001894289684625,-49.47868588631815,2506.901475517341,1335.8333026299356,-15.497829258149764,218.3002589545216,-2362.496176102669,-268.9642747330232,-6747.65503186786,205.343282423487,0.00475385523173958,0.0,5.060399288929958,-0.2570471724633938,121.89743577047449,-48.727866911036045,-136.317758578679,21.868230662785038,0.21435918090298867,1117.6130128634395,-0.18419481966825302,-127.25565046071415,-24.286701675056065,-0.0011995498167041152,-0.8903283761394789,-410.26101275081874,0.18580737230148148,-4.620845479402043,-0.15164974664053688,8.83534085119291,-6037.95014508789,-1071.389843116095
2012-06-29,7.8978180720624795,290.9168686858394,-2.652304700974818,15.174611060763972,0.16946140494402565,582.9251141111209,-25.862468907143832,-49.400683273439085,-31.447776442701148,106.19179653847087,-227.27360053441475,85.61485678011056,-1.0032200533593791,-4.976041735256544,17.852777365120133,25.212118589960895,28.718529333329496,71.46245466301977,1010.176227345805,44.064496010225106,0.0,119.97354560313846,2.1808318010154197,6.20357333821121,-30.088430708098738,16.30156050305772,-6.716376588624261,1397.0294490790402,0.05397395033806873,-8.996712245860284,54.323719040469896,11.421521121142048,2591227.875392611,721960.5981176981,1869267.2772749132,0.3606701321984289,11.421521121142048,54.323719040469896,0.07057596629490463,92.69637249725878,-139.6466630259927,13.185020165695107,-20.392718738585547,1951.2951856056618,-1.9268704683168467,12.62719681977658,-5.249721711873828,28.90524442227114,26.61314603325316,-2.0181516940096778,-93.50706705363632,114.12260836643564,871.5615780328154,1.1708439397767485,0.0,1.842685106306455,-3.8731629901828546,1817.6641762428892,1203.5960689025824,7.275238783023672,217.50831026292275,-2299.787717528278,-0.02164197184164844,-1447.3611804938591,359.9283226907518,0.008183371854063586,0.4151222651043602,-0.7020779671213546,-0.06181866695694982,2.870185816223156,-91.6295760748879,-152.10489080022242,-18.657558106271637,-0.09608786422750401,5068.738116394861,0.5594095883458436,349.6512924166195,97.89170254799035,-0.008581661972514087,-3.03690280151865,-587.9317875987265,1.100931360949047,2.1646985556948717e-05,-0.37481260722169374,366.1416941655318,11502.608850659733,1737.3926618847693
2012-07-31,-0.37165012542902004,398.6271177779415,1.5611401492308872,18.369089417844226,0.059576950207846105,566.0249109314208,-117.02884930847671,-25.204094612825195,-48.03400950063551,-30.6897787397154,-87.4790420054731,83.2277886891564,4.077013822069293,-36.164538940228766,-4.831776006570728,17.335188471643555,24.48116719252323,68.42512223101852,982.649291044956,42.6673964875243,0.0,116.04183200078312,2.1136309545198766,6.04430464792235,-29.30348033012744,15.79530453527926,-6.412614428695118,1353.0831137533078,-0.13906559176924915,-8.733188538784631,52.854698024100834,11.096844629608851,2520440.197363867,702523.5753261084,1817916.6220377581,0.29864380862325746,11.096844629608851,52.854698024100834,0.06783381788602169,90.29393700452925,-135.51177644301882,12.798639869572506,-19.755992324657207,1891.0209943370105,-1.9065435077512412,12.224674487423338,-5.273256404066466,28.004626454235282,25.80096677566105,-2.1338762406186795,-90.67374345926225,111.1025887526048,845.3821942494819,0.9547375078819833,0.0,1.7657501720883193,-3.799463335169161,1768.1831535744816,1168.7353166744406,7.0027239677884765,211.200436751525,-2230.682557050237,-0.02092511504098079,-1409.080622125567,350.11158597380705,-0.007462410675257405,-0.4151222651043602,0.47749408211586797,-0.02772943398324479,-20.659904672827686,87.33209124472728,-124.0203206402644,26.10476158206339,0.6543265157768927,115.63940234322126,-0.37116354805846896,-88.00625778735184,-15.753315876472698,-0.003991806970887038,-1.9588485583081479,12.64287740668533,0.009618721468650948,-0.001527764844462584,-0.22097518490624335,-4.4652110571501,-142.21088940375648,-893.3455454343125
2012-08-31,-5.615417263353301,274.57272016286095,0.32661997716928926,33.79119325258952,0.0025701590059955446,581.7258016104659,106.28257641771762,-120.02619031472261,-26.786949506347806,-50.08024079704279,-45.463999271706506,108.21327984519002,10.476606221900242,22.20008827153827,-37.16770233709098,-4.965804006751785,17.816046988358014,409.41431042203715,984.2334077811157,48.36445910513309,0.0,117.79599341042919,-0.5362674898390865,-1.6865866808445569,-100.20547452395517,17.611247280528843,-17.393028919304538,1340.1142712829485,15.920972564947991,-13.313154965173048,183.15852165942547,2.7406754236408535,2563469.0948316758,731716.8556759518,1831752.2391557237,-14.501280282725014,2.7406754236408535,183.15852165942547,2.6847804582220824,-18.39856749801268,-407.2803551703157,3.029942477102143,-25.18629952532499,1843.255939833814,-11.287625868011542,3.72270104381883,-21.569297059062336,17.07073272487002,-10.287637101911402,58.89904954143803,-66.78129283195972,-98.10920736438663,970.6386638049914,62.35165739929583,0.0,0.7181981383549401,-13.504636753277268,1400.2370378088465,1131.7520795616263,38.01866019584763,220.88461631454305,-2279.370162056349,-141.56540557028012,-355.5649917865735,334.93972846261414,0.006638466616138209,0.0,3.8742413227786443,0.12542937250406805,-30.732168697639143,-3.567648085535126,180.23428774392193,11.559912635263004,0.02203270222046716,2978.380203688401,0.2772976947356973,455.8352752821361,-138.7460767970025,0.0036640087896784995,2.3612478260929066,10.583807603426123,0.005901326361064219,0.06541195817569037,0.25950929629436015,-274.24893968301103,1464.1280065543815,642.4264165186278
2012-09-28,4.98615270025203,175.88740281328677,1.0443013862211636,24.598641768793108,0.026293218944540557,580.9659951673425,-4.874227101898616,106.05839508326278,-119.92514781525236,-26.607155668837954,-85.34858708000189,107.91050018358224,3.84678407356485,4.571597235408996,22.17109218771334,-37.11915668270599,-4.959318047440418,213.66776688959413,989.5946579997035,47.17038004900559,0.0,78.39813989995925,-4.978017151622554,0.7745012095798915,-99.69589109915432,16.872600256111628,92.94438968896856,932.9336180237572,-95.71113529438425,-26.195371482392844,189.90918319482265,8.970452588067877,2564197.323366002,733812.9457450178,1830384.3776209839,-17.68916663994331,8.970452588067877,189.90918319482265,2.6853753586384306,-13.814362511483981,-417.5039059861119,12.470976615689118,45.49234332510831,1373.7380893353102,-11.67471451283588,3.178301705380985,-123.7840666099062,-23.759049564188736,-42.92621917208591,-26.504070547468054,4.62776255811119,-132.9325359060932,865.1058019674258,-18.262720996089215,0.0,0.32667386463749715,-13.884887591684016,1378.0232572012644,1179.0909692826065,-1.7983097617805441,223.31027783644942,-2174.3265344367046,-140.79942887520264,2909.1755716269904,249.67192251413252,-0.00697864906001559,0.41477058688163115,0.2212288679464507,-0.03313190725238879,-3.8307828887279562,-6.87015122566001,-1.1752826560905305,25.442127644533514,0.22086389102589,-197.0493972014242,-0.506258817240754,-15.474235404399678,-2.869552102535806,-0.00016567627481875458,-0.24291769792742457,53.99688564420023,-0.6944089161422394,-0.0003849393936688206,-0.021773914233198077,-2.7167214991357014,-3873.0644930759818,-30.5226825652274
2012-10-31,-1.7496060100847666,281.0158094124861,1.1047633705829139,21.45499503586823,0.02975275690432523,570.3259115280606,-62.35414083026454,-4.610993164708544,102.8714832297274,-118.20933338099857,101.69385088898481,104.29068070192434,-4.966221422097731,14.359555832645743,4.487870860105653,21.76504040978863,-36.43933904275989,216.07582040669416,939.1999916613489,46.39746416528611,0.0,78.21333544936812,-4.480565525807299,0.8087427628848628,-92.56023146630449,16.76648469790375,92.13156119967519,926.5037187128646,-96.95273711761082,-25.45522526727232,177.2594033236013,8.890978957733367,2530214.4972744333,710584.347646209,1819630.149628224,-16.023090993337135,8.890978957733367,177.2594033236013,2.5045994153759317,-12.079310557290764,-402.70332351557096,12.5595434399596,45.90430169888388,1357.0881296525686,-10.56167883129736,4.172105296573596,-123.15237364856813,-23.196950666727695,-43.060945079937355,-22.890818562626777,6.6788900134067894,-120.10084913825267,861.6876043293352,-14.659949314804244,0.0,0.5380293887631851,-12.694624805356462,1363.0921076315988,1157.0296252286219,1.7243432209940863,217.77592413693822,-2134.1132189639916,-130.85354101087987,2704.6455283658497,235.86168347159048,0.0013640193643318678,-0.00455579270093065,-2.6540073011371845,0.09005300289035656,48.32305671628104,-31.19770898492345,-40.29447192919716,-5.148533408376181,-0.2165418779451368,125.82096192357176,-0.10234594760504656,-243.5329861762939,-27.510445690190863,-0.0016295686627420258,-3.0782089690363392,9.691514387849452,0.011925186430764345,7.246890685483343e-05,-0.3548614603267275,7.822574978340555,-211.61226550827632,408.72698432383635
2012-11-30,-1.883345907673961,161.66652646487242,-0.7349894765931368,21.040441380091522,0.013049690558049633,580.2141477651529,68.15370595704036,-64.49230241207408,-4.947987310883837,105.11484759830651,-23.1030854493632,112.47712310912863,2.432892362271812,15.625943935668044,14.60851993801575,4.565680979494037,22.142399840478394,191.72221422835094,1182.432309465878,41.20153370772973,0.0,123.25377631043752,18.132472533788302,-0.2862428584436683,10.179830435417857,19.94850025985265,-8.606018895043384,908.392064025135,-45.17843524205422,-26.30216026705256,261.4718086995194,5.016421237682919,2597752.906505631,728553.083483381,1869199.8230222496,12.841749443855752,5.016421237682954,261.4718086995194,0.01297761525997668,59.32010278919338,-280.82183617365104,15.214275829330848,53.26759229514893,1343.7961995464,9.4826658361485,18.45727516531312,-53.46935046444391,-28.263859836884563,-21.146412077158335,225.85409021446551,88.84181583175128,296.8278843613977,1012.9230009578176,230.107920655496,0.0,6.517135577342383,7.366238357419077,1518.921953895072,1325.7584678142111,213.19418336671174,228.52671655828226,-2205.3695357814977,-7.379633883589028,2813.7073802549667,247.28324556573074,-0.0035298697965533248,0.0037486851060283266,1.6022896819944208,0.11669863873172037,-32.77639618950148,-153.024484432046,130.30884791473267,-3.9294617010091883,-0.256095541743111,379.88919857657356,-0.25605795500286455,1025.3193381401102,407.87179332586317,-0.00032518343909516967,2.6032489269238965,880.5217183603264,-0.856851080040872,0.0030529454028322134,0.2683680919858249,362.8876069452156,143.31830430834225,-459.57916281784657
