date,excess_log_return,illiq,turn,log_Mkt-RF,baspread,log_Mkt-RF^2,coskew,rev1,rev2,rev3,rev4,mom1m,chmom,max,indmom,log_Mkt-RF_lag1,log_Mkt-RF_lag2,log_Mkt-RF_lag3,log_Mkt-RF_lag4,gammaps,chatoia,ep,lgr,pchquick,agr,chcapx,grnoa,pctacc,chcshoq,ibq_adj,chtx,invest,chinvest,dy,egr,operprof,pchcurrat,pchdepr,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,pchsaleinv,roaq,roeq,chsaleq,O-score,sue,disp,RF,beta,idiovol,size,mom,r_sq,aeavol,bm,cash,rd_mve,cashdebt,cashpr,chinv,depr,gma,lev,quick,sp,acc,stdacc,stdcf,cfp,oa,ol,noa,chatq,cfpq,currat,pchgm_pchsale,saleinv,rd_sale,roavol,rsup,salecash,salerec,tang,chfeps,sfe,chnanalyst
2011-06-30,-9.125728479262976,0.19662076832399422,1350.6939691689186,-2.0513364546529127,83.780878899333,0.026218817121483867,-245.91302527311203,-21.953396903098476,98.10314031778923,101.20698354229604,52.24416050328776,98.53925641987468,1097.0944709873,330.8630729574947,28.91514403765127,62.34343613836495,10.007653861981167,74.80444367907303,42.967427741485665,0.11478262777322346,-90.86827016151203,1.7287731261292505,-82.82170470854219,151.4660345334751,-19.91884506916231,-380.4208462183179,-1.313485659808117,-52.78491309525618,23.025577373076857,-162.20680824907865,12275.556358424195,18.915077266067044,-30.58272641080997,2.5043902158465903,34.31842541362474,119.02843064016687,186.31416399191593,304.88095801422,-512.8462308662578,-148.06167053288482,-154.52039760531164,-427.7858019625254,14.539106473068667,37.385276841789796,-293.59391436797483,-7882.583064113803,-1.1244647766470326,744.3787461056688,0.0,-1.2540053432578304,-0.04309275666268775,-2.9004679392337493,-83.51202609446148,-19.707455751952807,-919.2689906356466,-79.31860730194808,12.218447643777438,-0.49927225697370037,-7.348078881421998,1010.2032746091295,45.28482274852267,-1.071011920527468,-15.487380511122382,-124.26467022176075,187.78270748746854,-171.68681428180855,80.02935911202559,0.03279548904859353,2.549215780467449,-135.12897586690764,-46542.95203301776,-19213.53515857458,-27329.41687444388,-93.25687893667873,-135.12897586690764,338.05184822104366,13.228732100368894,118938.04113890976,-2.1113564331229617,0.3033318570121857,-81.4225807911851,-907.3606859972524,-122.77480661109212,-14.4300687526935,305.35243078603355,9.29108444721162,-430.3361921803367
2011-07-29,-3.880942658807989,0.14002430277738764,1708.1070078598464,-2.8219301457492687,83.4615381066755,0.04982099397139349,-228.95977982592547,-73.39963781985739,-22.807725501036334,98.9891617815212,102.30258123179748,-120.92342426215085,1031.8988875669202,329.036296036584,19.695018956863535,-27.69441453018846,61.94289718335453,9.943357514710744,74.32384627287851,0.13599346383843125,-89.55407268280138,2.9858132208771773,-84.16187875267462,148.67353777140238,-20.943317851653298,-377.3703077156246,-1.3492365267886348,-52.222076321993434,21.08362893630004,-148.13925940051882,12107.778795773631,18.892686766619775,-28.745700167563275,2.4957890932417435,34.67193369380965,118.95562110475544,184.77393105270866,275.8536394760372,-502.0419245727743,-139.68853575717333,-146.03155937847689,-420.3909427290663,14.826587191925771,37.81130364342093,-285.72177799211164,-7845.249815854476,-1.033506194056219,689.4992941031205,0.0,-6.945948434318041,-0.8221425926801658,-14.011003395135049,-188.66747494225027,-7.145740349212588,3.2875905207238247,-20.947063941641318,-1.5531151138694668,0.0,0.7513434805855752,132.71499796170826,0.10905342357510861,-2.3170564792606,-0.18573309133664395,-12.1553060267006,-20.842598592502327,-1.7884155347430806,-0.24241160085437485,-0.14025404593939328,-8.443309180574829,1.9218470948635087,-12619.134608345106,-7721.453732387628,-4897.680875958409,-1.0244727824909852,1.9218470948635087,-20.23288524487907,-0.07979489655201633,-196843.02042743564,0.0,-0.3227373642244835,4.63993363195398,-9.89376463175995,-6.68789472393928,-4.822044938594672,18.74710212069772,1.5101164515499548,60.83497602762111
2011-08-31,-20.271350177998485,0.19812174486258616,1047.9452768787212,-3.783775157179823,103.2267731013409,0.08998017358874483,-448.94877312893595,-121.19750805060488,-73.02652748983509,-22.06092978872902,99.53480742596956,-262.50235738147006,1192.7065410179553,326.2242588317578,-20.28765625013499,-37.91256807368879,-27.446898140569694,61.389287997768115,9.854489633064532,0.8137939914071634,-67.70456694872341,-105.38808137736406,-54.704747388426796,121.53242600620793,-43.57368805399259,0.0,-24.857848348127728,-56.94833404751867,10.052696803644253,-1503.1733773580654,11988.271427518168,18.14881505148409,-20.393069470390557,2.774923885576993,-15.385366480188662,119.70524183817989,154.28390622708562,-5.044274833519051,-261.29695769494435,40.52716476052014,-138.85303977798856,-74.69127349490059,-16.416347987683068,-13.453242024100856,-123.36925936650044,-7426.70176998611,-6.564254928994771,648.5841927003014,0.0,-4.817562193106113,-0.5401442966198999,-19.36545767097141,223.0851125871401,-5.089848982569265,-368.22632658874,-106.74354917555866,-4.389809616790274,0.0,-156.07251151363423,559.4134300838032,-1.466102568339803,-15.29807173737106,1.1041076056228434,-10.40794062076452,-51.04753526477043,16.653442867413105,-63.246725819997174,21.258472403984523,360.74580110308796,0.2071396221296382,11808.202467094176,-22109.6092811618,33917.81174825691,-22.630370202339318,0.2071396221296382,-63.65146093851763,0.5059774674308599,3434760.7707070857,0.0,6.621386253065122,23.065552835519526,122.21667562261337,-10.405987038343028,-11.619297078610657,-42.974525515871704,-2.166790605590414,-290.26692892243886
2011-09-30,-30.55131248015253,0.23469988749688298,1699.2198204918952,-9.818236477292002,100.26311160864817,0.6064004051963782,-441.6097091380854,-45.41524266093524,-120.95010366695561,-73.55661899913378,-21.854654027368056,-492.4902110555108,1135.2169628821416,317.0615587518529,26.363438610813382,-50.964660545564875,-37.83674425642009,-27.392005299094063,61.266511557344685,1.2429692876357128,79.97558510555403,19.590263556317893,105.6332302470839,-54.654268316780765,85.53756921213147,0.0,159.61611042579796,-6.078226261699092,12.345856912274781,1204.362503054513,13306.8584926527,24.83345468420919,18.29795206523626,5.449577247806667,76.78243412775224,134.50697087244794,-22.730534029735168,-1.2122122913905775,46.036599485936456,7.338939188207917,307.7828641090771,67.00910485482535,24.60710327175358,52.92649249639678,340.81108594266266,-8405.179094387993,-0.4604023099144109,208.85903978642114,1.58967188507747,-4.578183947711352,-1.9211483312582018,-4.294766094773877,113.65128920223671,16.082127157322702,1188.3318581628748,120.68859169328539,-50.648681984211294,0.0,165.93521609052064,-1098.861407692103,7.6662132545980555,-6.929186788129357,4.377979849985238,128.70467203559178,-127.97277925057915,137.4702680415487,66.59806769888897,0.2172723305742572,6.841690418780388,10.765945046877015,190932.86636654055,70714.66944484273,120218.19692169875,129.11125726612406,10.765945046877015,-98.57517877970895,-16.803489872851408,-453958.9456376061,0.0,0.45728241265397074,3.698522565250144,2319.9732303019246,-47.90466628508693,-15.07844937582172,40.28237984560403,15.599192810988889,1180.6195352174427
2011-10-31,35.630253342933116,0.24473572476530053,1620.6198208394467,-12.41838698560635,78.90314929469086,0.9802452287827693,-238.4169221952095,-241.16720234576013,-42.934449280806206,-118.05397425135068,-69.15570957147605,-816.2556750032344,708.5293629234314,310.73865366220895,-94.51493710868525,-129.96183317633813,-50.03931306775835,-37.14975575318487,-26.894658260101856,1.3114469950043597,115.4234576622122,20.786768393391377,123.98223057525584,-61.43241304828068,92.43004342250211,-40.212015562085355,188.08730443503825,-5.585246712372638,12.270458703733505,1083.0421700521333,-229.01618084644858,23.183096796478093,19.730845863375922,5.3550398687971414,77.36953975044847,135.32496504398677,-35.59422388654131,1.4802995108578307,131.69945717822606,19.383665755166838,359.0408192961954,148.5036363723981,25.25136410199208,54.175344020249184,404.0356674528489,-8288.72274181795,-0.4310634164542431,214.891378161649,-1.58967188507747,0.13464874742891197,-1.1499881402818772,-38.91198092466129,-43.20602638260347,-3.242987508639885,88.16983140207049,-23.019362022950418,-9.234074549265813,0.0,-0.03154917254506984,26.992691801646743,-2.682965312494918,-1.3944950683945052,-0.660794326952086,-18.748247446121013,-70.07506095076496,1.6903374525591062,0.4746628874144747,-2.389127012222648,-48.09031896065329,1.0989165131632888,-39402.00625541061,-23556.69177202368,-15845.314483387861,6.892474210370622,1.0989165131632888,-90.06653651712259,7.047602264877668,-1272605.7967251837,0.0,-1.5097423085443928,4.889873545890509,44.594747610464765,-36.3085941747413,-20.094984161127627,-50.94041059735318,-1.6774649205465053,-930.2306650637673
2011-11-30,-2.5090073402925395,0.2521594572438932,1429.8213499623698,16.67007728559716,137.76371164054854,1.792170131449836,-378.19503475147343,-400.63837100575415,-233.78054312031597,-41.97223924570627,-114.12160110775336,-234.97186454047915,372.7704339156173,255.74152403673392,-53.732146629398684,-161.32719325596577,-126.23041936680563,-48.60260369519043,-36.08312635707513,2.6272849738791653,104.97375817848028,27.011361475590896,167.0042777888958,-75.78635663763544,101.66577829697961,1065.4366209559935,196.16174111493905,-4.143624224869916,11.32427838019556,1049.311198720749,-700.0071702101999,22.029005143880333,10.633584137387336,6.120543007798938,68.72460242326041,131.6325199463431,-48.43824087318169,-49.64500480176818,100.80742595584954,1.782916784207071,408.4337273593008,101.19981718800813,26.787521416047092,58.56375500924958,379.49089531306043,-7873.803590960625,-0.4196293711347957,222.46393915366116,0.0,8.59499426914877,-0.23775410898856464,-60.41536724362595,353.1019460263053,-22.172861719011053,28.2820573196218,129.4985659391914,-14.160730677798995,0.0,-1.7543935554339498,-1412.0012810663843,0.8362680030246388,-3.5641323336046185,-3.83572077360121,151.3224440152735,-138.67333831495762,74.83988987131693,2.188936493183853,-0.6613309466780954,-12.473088367193157,5.223372319560077,-65616.49970778264,-68075.32547189854,2458.825764115667,9.23573487447753,5.223372319560077,-159.01575056145248,7.23777785866309,-2950012.5451802686,0.0,-0.06563641067656434,4.832323899510058,-123.16865760039218,-112.72937825399686,-36.27009180113532,-46.620017816919045,-5.250841816102842,-906.417827990145
2011-12-30,-2.8235458282624157,0.3646214963964995,1360.1586191529009,-0.4428828461312286,100.29728577102955,0.0012418113174665197,-38.3188904307148,462.38518219167884,-414.0357515371364,-245.76638977552824,-44.61717308233351,-231.84718099257574,1209.8030059591647,367.36079953001746,155.41849910918745,227.33473494887463,-166.91436846136784,-130.60210311719925,-50.28583673732796,1.1452847045149759,56.70567977913195,26.957291848449753,154.0269296833646,27.462703697426612,63.21163311175558,4233.700926131023,166.1942995526382,0.6762021978934138,-8.893589948439054,9.465796624331855,-1196.0883928904718,15.294303872088378,-23.735829318066017,11.181186948452911,17.101456183920092,150.09804802576244,43.483183198127136,91.6030145666826,6.655283381562214,57.56056063243836,123.68487011813328,76.9709832488308,26.197030859961032,60.38863116196624,160.55666667731745,-8008.565735020402,-0.940970375561473,252.72583273018822,0.0,18.238311789239248,-0.022200047450645854,70.78198579270247,460.1693616102065,22.748894203626378,-976.3558336363674,448.2589187717824,-10.369536931144182,0.0,-8.525980605361426,-4622.645113869247,1.6424400569329478,7.197031726871259,7.5375315955667475,444.18087468525187,221.2010363462132,373.8321683843676,14.793419346430596,3.6357341216338455,74.98184897697865,-3.510451111189191,222450.49335368723,121127.5321135018,101322.96124018542,-38.45414518522405,-3.510451111189191,286.63490102998185,-15.841535253451319,1102892.532648839,0.0,3.650223908755386,6.2585974953103545,8994.057555481326,263.50569078510716,36.569133118930836,-219.42048260634937,-8.610649693048991,-1211.5552647106233
2012-01-31,11.81007748243965,0.18387850755857474,911.299729651663,1.162763767820667,84.90968248002714,0.008572771603284644,-110.56706462151487,-29.616456556715796,460.46856033342937,-412.05601761329945,-245.28884553144837,-17.022228260254728,1359.7522374943057,336.75549243824196,-3.5943647179493965,-5.91232422015958,226.6903899114999,-166.44127557915255,-130.23193171759684,0.23205961360396826,56.91674115051238,27.531727541839455,154.325061945838,26.76704660139226,63.33032543517409,4238.680907549318,166.08351659838752,0.6541523075794629,-8.831016701231201,9.94421935157373,-1198.7290876096147,15.030774009034605,-23.741845638241436,11.305923227775715,17.65118475526056,150.36822729272637,42.97592410993782,90.75701528281408,6.862016224943233,58.84902955309559,126.03308319829469,76.92656436264323,26.333331662952062,60.711442831059415,161.7306590283381,-7989.26981428261,-0.91964036773463,302.0897815357761,0.0,-5.456197845303649,-0.08181927531365574,-5.993449719495857,203.87039979570068,131.94853904131446,-14.926944820054132,-3.5770232692073023,0.33105720032921226,0.0,0.2000403456523685,104.30229439559662,-0.0030570516142951476,-0.5793552336322136,-0.04899711131096751,2.201066324630574,-9.089003870802571,-1.2068164375450579,-0.0861053599039856,-0.4581317288709208,-8.970708470711543,0.6416658056416722,-16113.853533291724,-8583.447847344447,-7530.405685946578,0.11869232341851443,0.6416658056416722,-10.666262016422479,-0.8439938643246352,251408.45158084482,0.0,-0.23971304221710454,0.38867276233915504,-422.8707846636353,-6.694689437663328,-2.1226366248938575,-54.97149715042191,-2.607421546397539,1506.6586605172342
2012-02-29,10.030043776219138,0.17719997063472817,936.514846272469,7.756272627180858,106.26233651006713,0.38212239886190313,-82.51891711444206,-33.782905295929964,-30.76487332547986,458.3322051461213,-410.85346459241765,563.3691753369469,1152.7084035683563,307.05048811633134,-9.566977826540882,15.498983996351093,-5.89440837376148,226.00346036326377,-165.93691617385934,0.4193832531281,56.483571788870904,27.753110181025974,152.3526808037961,28.16233300459436,62.95049999556248,4226.3455360801245,166.3197207252372,0.6147056503375156,-8.680893050675783,9.46554617340335,-1192.4584967513886,14.907976368549406,-23.74740557621353,11.225761718720136,18.131249854392088,150.2485653926633,44.2017384501391,88.35402024258957,5.166279239406549,57.97763201592896,125.18491553714529,75.24661664287741,26.309608747101088,60.80129537448355,160.34725620972281,-7966.463786682897,-0.8944440972015756,292.4638679622771,0.0,0.4758300174508463,-0.16707453768522385,-6.389554461324678,-605.6246942144667,-2.600711884427369,8.232252131885616,-8.692443408114514,-1.5846615207584591,0.0,-0.10221305481138643,30.914371599104015,-0.0702919517308338,-0.2403479730190412,-0.1580869511414562,-11.137446080850395,-6.572399139368372,-6.050272100864731,0.0004935062746973529,-0.6813213214832032,-13.494321367917905,0.38332000507031694,-19010.146648524795,-14402.197770437691,-4607.948878087103,-0.37982543961160076,0.38332000507031694,-5.584086827571809,0.035625673297164706,-262111.70305172354,0.0,-0.31223129392920157,-0.505823498671603,100.22057304709597,-14.480906636176769,-2.42427633164084,-1.0350958031761763,0.014446306585657709,866.5193542261595
2012-03-30,5.1427595034552045,0.12829695346563272,1802.7789554665956,6.843731146822817,101.81225755692846,0.2959985032290201,-63.07109654524604,174.6055247710541,-34.30463720777276,-29.54431468584639,460.7943828685779,234.2988066793209,1195.4083304789197,332.7203854869576,-36.3555662328579,104.74032091970425,15.67451938898226,-5.96116612307332,228.56308660458433,0.38534412846559923,-24.010776579449768,22.67494780586942,153.40992909746598,38.319955544658065,98.6593037916506,0.0,69.10397129595867,-9.110829224778497,95.73756926635572,-103.17580257525577,-1237.9049749405247,48.00543763589321,512.0684238719233,12.268631386932851,114.93790491272145,129.15907748982656,37.65794744526789,-117.36836835537062,-521.756901891026,-56.674003952702684,-193.58821661736016,-129.23381656655792,14.972248269480001,30.976893066225088,-65.39980424670799,-7991.069441667657,-0.483584279342308,403.55670971937116,0.0,-7.1341586089215525,-0.7916043616499522,23.80865885234789,-133.98659842144227,17.655956056757418,373.15271534042654,-221.57370346036396,32.04928026051897,0.65611774948516,-6.551644816290633,1758.75715689144,-15.759598005201473,-5.9748319120605515,-6.232935117036192,-252.58478120760833,84.60950374973481,-188.59566732009034,-66.51449144194106,-1.3432173252086912,-40.093445335422075,87.96164164611343,56628.429451356176,49054.484635875095,4780.6887968908995,35.70880379608813,87.96164164611343,102.71219752431352,18.369488099208628,-6491496.746558875,1.5423057599989742,-4.659415402948259,12.018197244876148,-3711.7259052921545,249.1091123512224,24.085005617665956,-31.191596321088298,0.49461472440855303,203.35914540339476
2012-04-30,-7.8889590930959805,0.13999431094021633,1186.0135903329895,4.900404078880948,72.52365841051214,0.15008072375262796,-29.808254292245962,136.5106806255985,170.1350689903108,-37.41773515490648,-32.25660754254547,332.93429517605733,814.4766054351717,346.82332514828107,-18.365500268377918,93.55722136403199,106.5688231038866,15.948157016660858,-6.065233068645023,0.40754091041141255,-55.23065075513227,-20.9668105604296,142.00455577762887,46.05525099674924,102.1127191539693,0.0,-19.08570044589224,-11.460973948098637,131.55257596540477,-185.35490456782335,-2513.601188559802,66.66184553369129,691.7811021425678,12.372654698657449,116.58622816257625,118.74772427719523,33.760303980290985,-109.38735958119305,-654.174176614794,-129.27159511279064,-315.6589125842506,-156.78433295090593,-6.17882342427685,-8.914912550171397,-118.29223626165242,-7112.410538850389,-0.8198545337783587,1086.4445027379447,0.0,6.5789767902165295,0.12606995127112341,37.11470848648014,818.5405530138834,-7.007080196892844,272.07474651641246,-57.21660901982227,18.298898610122478,0.0030195405282563703,-90.78578251860397,390.2269220754206,-6.323805395197134,1.2096816968823987,-2.2487170336850824,-34.97300787795348,32.75555637608659,-70.42829311768082,-39.50589668513598,7.227641756290659,159.58234899254558,15.327419526321933,28596.863688997924,4896.0920169106685,-18640.52151890169,3.4534153623187365,15.327419526321933,14.252548041616137,-6.639959341032549,733640.702504009,0.007097894780219605,7.460829491567512,-77.98299605008296,-84.64029665677117,-46.2484166277618,27.879924401696485,36.305213850217086,-9.502607900282559,-530.2530062110079
2012-05-31,-28.9387835311379,0.21400496727645493,949.3683468762963,-1.369692364705611,114.61812176687391,0.011692147423825284,38.926652424136975,66.43994214289008,139.7225704953108,168.79493295882298,-37.960860249653315,276.8223248144683,554.6873937415851,340.14727031265625,-35.63251171645864,66.54522463959289,93.97675559921004,107.04670465106028,16.01967258498295,0.7037648501958813,-51.38134678118995,-25.085550219532436,133.76136669758287,67.876369622017,103.2377533451877,0.0,59.97384630384802,-11.413320073468258,144.47720716679558,-196.91919412474394,-2171.3176735035,70.88305747042381,743.0779353229493,10.963291397232673,135.84528055089362,117.38426382718743,54.96323741804265,-122.20968160935838,-722.7129074873243,-179.455115981755,-357.06030600121215,-165.42788571385773,-8.04093734143921,-12.873917481800564,-122.89231870814454,-7169.2780148730335,-0.8608491446386367,313.31842534842554,0.0,7.250008403548918,-0.14651106208569864,9.699979834778787,-350.89306647982664,-5.934764895480043,-278.7737826498442,-45.45605186587045,0.2016270698135827,0.0010203710326830429,1.0330823043802475,522.7243047596216,0.01669913848423299,-0.4501330368434111,0.0104342099322281,-58.426890695827296,73.13281824966225,-45.737536178269465,31.635945508928927,1.9672243620579444,37.952965922050225,-45.01023323618428,-3936.6014300333336,-60213.052251586225,55872.20639085211,1.1250341912183615,-45.01023323618428,81.84710143619668,28.51421020427651,-2099947.2210614607,0.00239853916812649,0.6773132671918276,2.8708914986753626,-71.91506561919232,-20.5108775020135,4.053892776188377,-30.11836800988462,-3.5449286617634677,792.4398985719249
2012-06-29,6.968187987628843,0.19965591066346444,1179.8163499363654,-10.208526020220349,80.0059558976206,0.6522445031139761,11.625969664489048,-94.41881483554278,63.64458593314454,135.9522053327138,170.08873656299153,-280.95725620523285,-0.1742570423417078,329.77395517904785,-4.26633599116557,-18.412697820409566,66.06009602973263,93.29164538957531,106.26631177841239,0.7862951757693677,-69.48459288194577,-6.846812519342684,167.4074780101625,-24.34072594576302,110.05205976392426,0.0,118.06422411951809,1.3743689981124538,142.0170928544604,-87.32776989011602,-3755.884527217999,79.0741195581303,713.4882335005609,2.565207406050425,151.37353541337336,79.1449217942539,13.428274179607655,-168.9353731789543,-1001.1855654231363,-349.57657888187305,-167.03023052385123,-412.5170488439647,-0.8556851187979415,-2.200238681252154,-170.0364944079104,-6219.8813602758855,-0.6495376088736023,271.16367433021173,1.5977751135957836,1.1463651996590727,-0.2144744689439122,-15.84031685814125,-313.51329936702007,-24.909867128671408,-614.6229930142551,-151.25081727116776,-21.19504731133719,-0.6601576610460994,50.53562322565389,1486.66898628725,17.840194244436077,-13.630506839288344,-24.85020122742064,-175.24329724416998,-233.7625498662269,-204.3166422312064,95.60148812838692,-2.2969838566548013,-43.69342984991579,-122.71332529122164,50575.683761629276,3843.150131225586,47821.48397987569,6.814306418736493,-122.71332529122164,-198.57392562429231,-1.772279122587527,-285355.0310917422,-1.5518021939473203,-0.7499010731087807,16.74004437962816,27.636223469040488,-437.54701682926816,-24.273634165391286,408.4983815044276,13.913178999088828,966.2895028817793
2012-07-31,-1.3316085007855927,0.46564831163461673,1322.5996230580013,6.014353795083534,95.62337486907661,0.2295225427125109,-93.87781674617901,-373.176537437788,-89.88616367226643,60.11305818489294,129.62445404644527,-316.42196697289745,-353.82821761909446,314.0007079758414,62.947655166862766,-134.18195103961372,-17.927426991938102,64.31906721136366,90.83292290961998,0.120466029487731,-67.59134436825143,-6.223047641025401,155.67444002220242,-25.98916353513203,101.18943570851546,0.0,113.27857740890364,1.4172393067894542,130.41355763398244,-78.53198847481175,-3707.7582958635844,74.15561468472056,657.557066097582,2.496440198372531,140.4333918279178,77.4203783820537,10.75899626878276,-160.0261799972535,-944.4865483999428,-333.13412961693007,-164.05649586099432,-398.93621277418737,-0.37328882253078755,-0.6106907246774433,-166.1146314252567,-6065.367030237446,-0.601752410903863,231.33997347605842,-1.5977751135957836,4.5911819289260904,-0.19798295689917111,-56.8477050860065,-183.60708277002703,-4.122840034800674,-38.84649872824457,-35.49553313738056,-8.986994416582888,0.0,-0.87699169949056,37.71991525151634,-0.43990358801927343,-2.45941394285542,-2.0276265560629554,-36.506432946249106,-89.85644382996816,-21.257022835264365,0.12026155658291948,-2.274076168046328,-46.33911570039038,0.33635473712530484,-108019.7057581665,-62680.0675150631,-43465.173960913904,-8.862624055408801,0.33635473712530484,-111.02870794783848,-1.123143188446683,-1710000.4018791392,0.0,-1.5330287974173231,-1.733916336993964,-186.18674866941,-92.73081886150794,-26.293076071316023,0.39092577896997227,0.3978106340985761,378.1492593032194
2012-08-31,5.008545008427449,0.5033141859980037,873.4295108417513,1.2444144930458592,72.06316454406988,0.00979224585162307,-124.20126397360634,88.71604648299484,-375.6280473021248,-90.23176736945906,60.28183351175911,-387.5058102679099,-165.2772939313015,328.62907212168597,-29.664679628961107,80.6649915213398,-135.0504717466775,-18.04346600796251,64.73538580935156,-0.5463199806126061,-52.065307481789205,-4.208591848675708,-8.442629060703215,-82.73673132340504,-14.116209358687005,148.10873007003318,72.3045163543823,2.880710423559271,11.022624765600387,-131.49274903403287,-3949.381018696791,22.096221661782415,-141.64233155700163,3.157315723497918,39.28985153205993,33.53717361743267,-45.026763352536605,1689.6512865645373,-302.9803157614519,-79.46442015194059,-353.8110974547056,-151.24904716880962,0.6955062737702771,2.2710746174905063,-91.78132808946282,-6671.898192865574,-0.4982609684647471,256.66905281984936,0.0,-1.279304907932584,-0.050621807179576095,13.593546890514972,117.11719966923141,6.817732738868472,-16.370725474998608,38.08880932823968,-12.074882145429285,0.0,-10.303755262551974,442.612889847466,-2.3735891278102077,29.837794698495316,-14.530539443388605,-2.15817985572653,-22.436028122213884,53.573923498412796,-0.4643023999571154,0.19483302638992228,2.04170260994033,-0.14915823873164058,58727.410545915365,27096.25087977387,31034.94640442636,-115.30564506720245,-0.14915823873164058,-15.841851762024817,164.73292483332935,1944947.8391280398,0.0,0.21887107067612988,-6.986335428703612,261.38636838083585,70.62257606697358,-7.21912180469667,-6.468374273557174,-0.5590178912658317,-1380.2648753906637
2012-09-28,2.9540441710626677,0.3459830060776859,1266.3092516572785,3.9810011032069763,102.21684765114333,0.10023287817690464,-105.97536202588202,-9.768864229780785,88.27425590098512,-375.32454947120436,-90.5189852057807,-226.46396020263438,-460.2714369003281,328.48239318555756,-4.142344631895664,16.629998001924463,80.6512909593992,-135.02753407175334,-18.040401411797518,-0.5499329534118026,130.95258728144591,25.383761898335937,153.18234010690645,-88.82328776867936,63.0971309274027,-283.8237092174713,72.94969029637623,-1.9926049540337607,-8.976797874975972,282.0300061008826,0.0,16.789959984277758,-203.11046908588136,6.219349743957804,22.43147276506521,83.70384070295339,-66.49091576530384,86.1275423093278,293.191698614111,254.87264255566157,559.5237729791849,361.1593303071507,19.973460870623846,45.58687140406015,463.1749206869036,-7009.833698408462,0.01778135833988033,157.7139149782812,1.5811548138689198,10.099704856142722,-0.46702984633162004,-0.3590062471789679,-52.61519994449992,21.26602757312355,1010.895072166702,161.68948643112094,-12.505332272813462,0.0,52.45953347721789,-8419.26872729235,4.451251384862246,-10.028244038688683,19.680300045881594,263.4244086538324,-181.2517097042496,320.2360667601324,-8.161876192864558,0.0051705402964401515,-0.8417655798907617,47.368180177428044,42242.83705047937,11148.654750541318,31706.126345341792,77.21334028608976,47.368180177428044,-152.84652351600016,-135.59443192204756,332114.4942852035,0.0,-0.48927123474342693,92.13676645117513,5266.651292645418,490.7119689969204,23.489728069742682,65.17323820605404,11.820980298734092,-833.0454069895194
2012-10-31,-0.9524884072599021,0.1168750941347622,893.5812331897753,4.2659713224905715,93.58894660886162,0.11488832006795699,-57.37886580536042,72.48189305545192,-9.555085408644427,89.28472616689187,-376.6500169194422,206.42370006836973,-442.01315439833854,332.60140720048736,-25.020378761858357,53.41007063225618,16.692542751339616,80.95461720047753,-135.53536716239392,-0.8675837257101737,140.34430277707676,24.251971317290124,169.02276020905936,-123.89943628831361,66.75994919651315,-477.2213546639381,84.46684740670455,-2.692249150813704,-9.031922830773548,280.9251032376773,0.0,24.209476338150548,-202.2757870626989,6.248988659922721,19.28081187053868,81.68503300348955,-89.02356564956571,80.91074273695224,268.5189626435103,276.2410737107678,578.3041563409597,344.0255107381446,18.45290091732361,43.20859163353576,479.4294283933569,-7683.734470781507,0.037088610188047086,151.42203751193844,0.0028627184220855195,-1.1067051362404072,0.012809239853227794,7.948288249240704,-73.5128139699546,-2.891950051951085,280.8602716265291,29.270856156385435,-1.0502421127292791,0.0,-4.839654224566587,-377.3512587753321,7.297574416825402,-0.06326468811222696,-1.0514395407255819,19.450692850268524,-16.739020185714253,23.629729343680765,-2.3486593810370326,-0.04397210227855197,-0.5366185983131118,0.8494028182575946,19249.488699814305,26687.14481813507,35121.99210660905,3.662818269110467,0.8494028182575946,-4.784130814946366,2.981475041816651,199061.52728451043,0.0,0.008883515297164024,-8.559937335241784,182.5656674979764,24.44798789952256,2.105964594013244,-36.231638326983955,-0.5065927063648203,-361.52499628394605
2012-11-30,7.173404611087074,0.23236221473732083,984.5536210292652,-2.8147289930454304,97.46170720580766,0.04997533098606068,-32.5705527192294,55.97970110251389,72.76157448035924,-8.594201262411541,89.12687925715429,112.21570926992575,-253.80257701581084,333.5524049542061,82.19221120356258,57.29027864375932,53.56003971775774,16.73941341339791,81.1819280758418,-1.4799056426509258,130.20218960559774,15.43972105519977,161.96635833839437,-109.2870925605853,60.56936831021771,567.527281661132,64.43639977099268,-2.4841743919375494,-8.56685963447006,250.37827420526435,0.0,28.542410100067677,-186.76328257119988,6.513528449296251,10.645500445147208,128.87407951620872,-76.04181525248559,-249.60896075473187,263.16841564413505,235.77223155940115,514.713407270716,315.6293082235639,12.211941726847117,29.44383079232299,443.3877982592852,-6704.558992397006,0.04152842066364165,157.42951100454312,0.0013044951906568958,3.4287572248860556,-0.018760455362491157,5.956399793039964,-486.5004645129968,-2.5664077681789195,171.37240315963254,-35.82433701260561,1.1815531547608202,0.0,-14.213828933097801,202.0991538799626,-0.31213366891919136,-12.385879070381037,26.185170295101813,-32.73404853725424,-1.5713784467693586,-24.064972627777706,-9.619900876151634,-0.9368778235722353,-14.991693298543282,4.990997709483075,43499.46548926551,38996.9006119729,4502.5648772919085,-6.190580886295464,4.990997709483075,-0.7016230796807577,-226.05616663021027,-1924365.8824777007,0.0,0.8290975809993881,-2.0530068610422916,127.02441313537929,-14.684217241085207,9.528517284577333,-7.001526229460524,-0.277486819628578,437.69144541094647
